drifter_id,crossing_time,year,month,decade,raw_trajectory_row,raw_start_offset,all_finite,all_drogued,exact_6_hour,season
9423773,1996-03-17T00:00:00,1996,3,1990,3202,5594756,True,True,True,MAM
9423762,1996-05-13T00:00:00,1996,5,1990,3212,5622467,True,True,True,MAM
9423770,1996-06-15T18:00:00,1996,6,1990,3214,5626817,True,True,True,JJA
9423789,1996-04-10T12:00:00,1996,4,1990,3255,5663331,True,True,True,MAM
9423774,1996-06-08T18:00:00,1996,6,1990,3269,5686300,True,True,True,JJA
9423776,1996-08-30T12:00:00,1996,8,1990,3330,5816669,True,True,True,JJA
9423800,1996-09-11T12:00:00,1996,9,1990,3370,5868943,True,True,True,SON
9423795,1996-12-25T06:00:00,1996,12,1990,3375,5874662,True,True,True,DJF
9423805,1997-01-09T12:00:00,1997,1,1990,3422,5954931,True,True,True,DJF
9423812,1996-11-08T12:00:00,1996,11,1990,3423,5955828,True,True,True,SON
9423811,1996-11-12T00:00:00,1996,11,1990,3427,5970471,True,True,True,SON
9423797,1997-10-27T12:00:00,1997,10,1990,3656,6324865,True,True,True,SON
9624886,1997-05-01T12:00:00,1997,5,1990,3683,6376950,True,True,True,MAM
9624885,1997-04-01T12:00:00,1997,4,1990,3688,6379236,True,True,True,MAM
9624887,1997-05-07T00:00:00,1997,5,1990,3689,6380226,True,True,True,MAM
9624889,1997-04-26T06:00:00,1997,4,1990,3696,6384642,True,True,True,MAM
9624891,1997-06-02T12:00:00,1997,6,1990,3698,6385614,True,True,True,JJA
9624910,1997-05-12T18:00:00,1997,5,1990,3740,6441525,True,True,True,MAM
9423818,1997-07-19T18:00:00,1997,7,1990,3744,6446375,True,True,True,JJA
9624909,1997-05-09T12:00:00,1997,5,1990,3747,6447730,True,True,True,MAM
9624935,1997-07-08T06:00:00,1997,7,1990,3795,6502067,True,True,True,JJA
9624927,1997-08-26T06:00:00,1997,8,1990,3799,6506852,True,True,True,JJA
9423803,1997-05-15T12:00:00,1997,5,1990,3824,6553559,True,True,True,MAM
9624920,1997-08-18T06:00:00,1997,8,1990,3849,6599209,True,True,True,JJA
9624939,1997-06-26T06:00:00,1997,6,1990,3858,6612706,True,True,True,JJA
9624925,1997-08-16T18:00:00,1997,8,1990,3888,6662865,True,True,True,JJA
9423547,1999-01-05T00:00:00,1999,1,1990,4108,6996555,True,True,True,DJF
9525721,1998-07-10T00:00:00,1998,7,1990,4309,7324813,True,True,True,JJA
9825539,1998-08-17T06:00:00,1998,8,1990,4408,7442152,True,True,True,JJA
9821159,1999-12-09T12:00:00,1999,12,1990,4488,7552867,True,True,True,DJF
9823729,1999-03-22T06:00:00,1999,3,1990,4637,7739976,True,True,True,MAM
9815338,1999-03-13T06:00:00,1999,3,1990,4667,7804286,True,True,True,MAM
9815168,1999-06-01T00:00:00,1999,6,1990,4691,7840139,True,True,True,JJA
9815075,1999-04-10T00:00:00,1999,4,1990,4697,7846032,True,True,True,MAM
9624970,1999-06-09T00:00:00,1999,6,1990,4715,7874746,True,True,True,JJA
9823731,1999-04-12T18:00:00,1999,4,1990,4788,7970318,True,True,True,MAM
9812046,1999-05-28T06:00:00,1999,5,1990,4789,7971762,True,True,True,MAM
9815234,2000-06-27T06:00:00,2000,6,2000,4791,7978087,True,True,True,JJA
9815211,1999-04-14T00:00:00,1999,4,1990,4800,7991460,True,True,True,MAM
9815127,2000-01-26T18:00:00,2000,1,2000,4836,8037632,True,True,True,DJF
9624968,2000-01-13T00:00:00,2000,1,2000,4904,8121842,True,True,True,DJF
9804532,2000-02-13T06:00:00,2000,2,2000,5045,8310474,True,True,True,DJF
9714827,1999-09-23T06:00:00,1999,9,1990,5067,8328743,True,True,True,SON
17300,2000-01-12T18:00:00,2000,1,2000,5156,8460618,True,True,True,DJF
19465,2000-05-14T18:00:00,2000,5,2000,5182,8487437,True,True,True,MAM
19464,2000-03-21T12:00:00,2000,3,2000,5185,8492170,True,True,True,MAM
18809,2000-04-26T00:00:00,2000,4,2000,5272,8611788,True,True,True,MAM
22167,2000-10-05T18:00:00,2000,10,2000,5550,8982087,True,True,True,SON
7647,2002-04-16T00:00:00,2002,4,2000,6229,10037521,True,True,True,MAM
27064,2001-11-13T00:00:00,2001,11,2000,6349,10286561,True,True,True,SON
27063,2001-12-28T06:00:00,2001,12,2000,6350,10289354,True,True,True,DJF
28865,2002-02-11T18:00:00,2002,2,2000,6435,10436734,True,True,True,DJF
28864,2002-02-22T06:00:00,2002,2,2000,6437,10439059,True,True,True,DJF
28866,2002-03-02T06:00:00,2002,3,2000,6438,10443703,True,True,True,MAM
28867,2002-05-12T18:00:00,2002,5,2000,6439,10448598,True,True,True,MAM
27364,2002-04-30T18:00:00,2002,4,2000,6539,10628353,True,True,True,MAM
27275,2002-03-29T00:00:00,2002,3,2000,6540,10629496,True,True,True,MAM
26887,2002-09-05T06:00:00,2002,9,2000,6800,11028283,True,True,True,SON
37634,2003-02-26T12:00:00,2003,2,2000,7082,11509396,True,True,True,DJF
37635,2003-02-24T00:00:00,2003,2,2000,7083,11513184,True,True,True,DJF
37636,2003-02-16T00:00:00,2003,2,2000,7084,11518644,True,True,True,DJF
37637,2003-02-19T12:00:00,2003,2,2000,7085,11524075,True,True,True,DJF
21329,2003-06-13T12:00:00,2003,6,2000,7276,11857576,True,True,True,JJA
22516,2003-10-24T00:00:00,2003,10,2000,7278,11864003,True,True,True,SON
22004,2003-06-12T18:00:00,2003,6,2000,7279,11865368,True,True,True,JJA
22513,2003-07-30T00:00:00,2003,7,2000,7280,11868150,True,True,True,JJA
39611,2003-08-15T06:00:00,2003,8,2000,7361,11985243,True,True,True,JJA
39610,2003-08-22T06:00:00,2003,8,2000,7362,11991854,True,True,True,JJA
39609,2003-09-26T12:00:00,2003,9,2000,7363,11993891,True,True,True,SON
39612,2003-08-17T06:00:00,2003,8,2000,7364,12000091,True,True,True,JJA
21019,2004-04-08T00:00:00,2004,4,2000,7527,12300775,True,True,True,MAM
22521,2004-01-17T18:00:00,2004,1,2000,7685,12665425,True,True,True,DJF
39120,2004-02-16T00:00:00,2004,2,2000,7686,12667197,True,True,True,DJF
21156,2004-04-27T18:00:00,2004,4,2000,7952,13206308,True,True,True,MAM
21147,2005-05-06T12:00:00,2005,5,2000,8122,13538040,True,True,True,MAM
47577,2004-10-11T18:00:00,2004,10,2000,8128,13543894,True,True,True,SON
44848,2005-09-11T00:00:00,2005,9,2000,8794,14803820,True,True,True,SON
55117,2005-09-17T18:00:00,2005,9,2000,8949,15082242,True,True,True,SON
55144,2005-08-03T00:00:00,2005,8,2000,8982,15128254,True,True,True,JJA
2536363,2006-01-28T18:00:00,2006,1,2000,9025,15194177,True,True,True,DJF
55145,2005-08-08T18:00:00,2005,8,2000,9113,15349599,True,True,True,JJA
55148,2005-07-31T00:00:00,2005,7,2000,9117,15354746,True,True,True,JJA
55121,2005-08-08T00:00:00,2005,8,2000,9118,15356797,True,True,True,JJA
55110,2005-07-27T18:00:00,2005,7,2000,9119,15357198,True,True,True,JJA
55120,2005-07-27T18:00:00,2005,7,2000,9120,15359176,True,True,True,JJA
55355,2005-10-30T00:00:00,2005,10,2000,9264,15681565,True,True,True,SON
2556329,2006-01-21T12:00:00,2006,1,2000,9266,15686111,True,True,True,DJF
55162,2005-12-30T06:00:00,2005,12,2000,9279,15697893,True,True,True,DJF
55128,2006-02-14T18:00:00,2006,2,2000,9865,16754410,True,True,True,DJF
55149,2006-01-24T00:00:00,2006,1,2000,9869,16762822,True,True,True,DJF
62311,2006-04-23T06:00:00,2006,4,2000,10040,17085882,True,True,True,MAM
59861,2007-02-02T00:00:00,2007,2,2000,10054,17106684,True,True,True,DJF
63944,2006-08-06T06:00:00,2006,8,2000,10216,17294569,True,True,True,JJA
62225,2006-10-10T00:00:00,2006,10,2000,10462,17677863,True,True,True,SON
62904,2007-01-25T18:00:00,2007,1,2000,10683,18063367,True,True,True,DJF
72111,2007-03-30T06:00:00,2007,3,2000,10871,18314845,True,True,True,MAM
72105,2007-02-12T12:00:00,2007,2,2000,10874,18316972,True,True,True,DJF
72104,2007-02-19T00:00:00,2007,2,2000,10875,18317716,True,True,True,DJF
72103,2007-02-12T18:00:00,2007,2,2000,10876,18319909,True,True,True,DJF
72102,2007-02-12T18:00:00,2007,2,2000,10877,18320242,True,True,True,DJF
72059,2007-04-21T00:00:00,2007,4,2000,10883,18325114,True,True,True,MAM
72113,2007-06-03T00:00:00,2007,6,2000,10914,18379832,True,True,True,JJA
72098,2007-12-02T06:00:00,2007,12,2000,10933,18401782,True,True,True,DJF
72106,2007-10-10T00:00:00,2007,10,2000,10937,18406106,True,True,True,SON
72062,2007-03-30T00:00:00,2007,3,2000,10944,18413138,True,True,True,MAM
72070,2007-03-29T00:00:00,2007,3,2000,10946,18419774,True,True,True,MAM
72074,2007-03-27T12:00:00,2007,3,2000,10949,18426907,True,True,True,MAM
72073,2007-04-01T18:00:00,2007,4,2000,10950,18431212,True,True,True,MAM
72052,2007-04-15T12:00:00,2007,4,2000,10953,18440061,True,True,True,MAM
72061,2007-03-31T12:00:00,2007,3,2000,10962,18455990,True,True,True,MAM
72054,2007-03-31T18:00:00,2007,3,2000,10963,18456359,True,True,True,MAM
72121,2007-03-27T06:00:00,2007,3,2000,10965,18460645,True,True,True,MAM
72120,2007-03-29T00:00:00,2007,3,2000,10967,18465054,True,True,True,MAM
72125,2007-03-29T00:00:00,2007,3,2000,10970,18473316,True,True,True,MAM
59819,2007-05-08T06:00:00,2007,5,2000,11032,18563662,True,True,True,MAM
71113,2007-12-02T12:00:00,2007,12,2000,11344,18997292,True,True,True,DJF
71121,2007-08-24T00:00:00,2007,8,2000,11345,18998581,True,True,True,JJA
71181,2007-10-01T12:00:00,2007,10,2000,11436,19158375,True,True,True,SON
71210,2007-09-30T12:00:00,2007,9,2000,11437,19159052,True,True,True,SON
71177,2007-09-29T06:00:00,2007,9,2000,11438,19160458,True,True,True,SON
71172,2007-10-23T12:00:00,2007,10,2000,11452,19191054,True,True,True,SON
71173,2007-10-14T06:00:00,2007,10,2000,11455,19197050,True,True,True,SON
71179,2007-11-18T18:00:00,2007,11,2000,11703,19572608,True,True,True,SON
72037,2007-11-18T18:00:00,2007,11,2000,11704,19573825,True,True,True,SON
72038,2007-11-18T18:00:00,2007,11,2000,11705,19575923,True,True,True,SON
59858,2008-02-19T18:00:00,2008,2,2000,11868,19886064,True,True,True,DJF
71475,2008-03-22T00:00:00,2008,3,2000,12021,20141613,True,True,True,MAM
75152,2008-08-20T12:00:00,2008,8,2000,12025,20143659,True,True,True,JJA
78919,2008-07-21T12:00:00,2008,7,2000,12323,20666264,True,True,True,JJA
79181,2008-09-01T06:00:00,2008,9,2000,12328,20668858,True,True,True,SON
79291,2009-03-04T00:00:00,2009,3,2000,12907,21697764,True,True,True,MAM
79296,2009-03-04T06:00:00,2009,3,2000,12910,21701841,True,True,True,MAM
79224,2009-09-12T00:00:00,2009,9,2000,13072,21997957,True,True,True,SON
79228,2009-07-13T12:00:00,2009,7,2000,13073,21999047,True,True,True,JJA
88646,2009-11-26T00:00:00,2009,11,2000,13097,22046958,True,True,True,SON
75193,2009-08-15T18:00:00,2009,8,2000,13128,22099002,True,True,True,JJA
82242,2010-01-16T18:00:00,2010,1,2010,13624,22765643,True,True,True,DJF
93015,2010-09-03T12:00:00,2010,9,2010,13819,23085288,True,True,True,SON
89826,2009-12-24T18:00:00,2009,12,2000,13869,23169734,True,True,True,DJF
92918,2010-04-05T00:00:00,2010,4,2010,14235,23688545,True,True,True,MAM
92916,2010-12-10T06:00:00,2010,12,2010,14250,23700378,True,True,True,DJF
92917,2010-07-11T00:00:00,2010,7,2010,14260,23710601,True,True,True,JJA
89822,2010-07-01T06:00:00,2010,7,2010,14374,23881901,True,True,True,JJA
88582,2011-01-07T12:00:00,2011,1,2010,14512,24014387,True,True,True,DJF
88590,2010-11-05T00:00:00,2010,11,2010,14514,24018985,True,True,True,SON
98936,2010-09-01T18:00:00,2010,9,2010,14595,24128369,True,True,True,SON
90466,2010-08-20T00:00:00,2010,8,2010,14700,24246384,True,True,True,JJA
81994,2010-08-20T00:00:00,2010,8,2010,14701,24248598,True,True,True,JJA
40176,2011-01-27T06:00:00,2011,1,2010,15157,24796478,True,True,True,DJF
82413,2011-05-04T18:00:00,2011,5,2010,15158,24797675,True,True,True,MAM
82447,2011-01-27T18:00:00,2011,1,2010,15166,24807399,True,True,True,DJF
93001,2011-08-27T12:00:00,2011,8,2010,15589,25262598,True,True,True,JJA
93006,2011-11-20T06:00:00,2011,11,2010,15625,25291479,True,True,True,SON
39892,2011-11-11T12:00:00,2011,11,2010,15874,25508104,True,True,True,SON
37032,2011-12-12T18:00:00,2011,12,2010,15875,25508883,True,True,True,DJF
39891,2011-10-31T18:00:00,2011,10,2010,15876,25509387,True,True,True,SON
39890,2011-10-30T00:00:00,2011,10,2010,15880,25512608,True,True,True,SON
81921,2011-10-27T18:00:00,2011,10,2010,15941,25586284,True,True,True,SON
81916,2011-10-13T00:00:00,2011,10,2010,15942,25587629,True,True,True,SON
107572,2011-11-03T00:00:00,2011,11,2010,15953,25600815,True,True,True,SON
101912,2012-02-25T12:00:00,2012,2,2010,16263,25879031,True,True,True,DJF
101569,2012-04-01T00:00:00,2012,4,2010,16286,25894236,True,True,True,MAM
107573,2012-04-04T06:00:00,2012,4,2010,16289,25896230,True,True,True,MAM
107577,2012-04-02T06:00:00,2012,4,2010,16290,25897413,True,True,True,MAM
101675,2012-03-31T00:00:00,2012,3,2010,16307,25908030,True,True,True,MAM
101818,2012-04-09T06:00:00,2012,4,2010,16309,25908896,True,True,True,MAM
101990,2012-04-10T12:00:00,2012,4,2010,16314,25912473,True,True,True,MAM
101988,2012-03-31T12:00:00,2012,3,2010,16315,25913075,True,True,True,MAM
101907,2012-06-07T18:00:00,2012,6,2010,16394,25980133,True,True,True,JJA
43565,2012-06-30T18:00:00,2012,6,2010,16416,25999417,True,True,True,JJA
101551,2012-06-15T06:00:00,2012,6,2010,16440,26019532,True,True,True,JJA
300034012724770,2012-05-23T00:00:00,2012,5,2010,16449,26026596,True,True,True,MAM
107588,2012-05-19T00:00:00,2012,5,2010,16451,26028570,True,True,True,MAM
101575,2012-06-09T06:00:00,2012,6,2010,16475,26042097,True,True,True,JJA
107646,2012-07-17T00:00:00,2012,7,2010,16542,26106871,True,True,True,JJA
101618,2012-12-22T00:00:00,2012,12,2010,16757,26376392,True,True,True,DJF
123247,2012-12-27T18:00:00,2012,12,2010,17161,26789062,True,True,True,DJF
114550,2013-05-12T18:00:00,2013,5,2010,17383,27095847,True,True,True,MAM
109235,2013-04-04T06:00:00,2013,4,2010,17384,27098793,True,True,True,MAM
122609,2013-09-08T00:00:00,2013,9,2010,17534,27386716,True,True,True,SON
122599,2013-11-06T06:00:00,2013,11,2010,17548,27401785,True,True,True,SON
122608,2013-10-07T00:00:00,2013,10,2010,17553,27412660,True,True,True,SON
122602,2013-11-13T06:00:00,2013,11,2010,17556,27418845,True,True,True,SON
101623,2013-11-29T00:00:00,2013,11,2010,17627,27554407,True,True,True,SON
116059,2013-10-03T06:00:00,2013,10,2010,17932,28037116,True,True,True,SON
122668,2014-02-22T18:00:00,2014,2,2010,17935,28042065,True,True,True,DJF
122673,2013-12-29T18:00:00,2013,12,2010,17938,28045883,True,True,True,DJF
122675,2013-10-04T00:00:00,2013,10,2010,17939,28046767,True,True,True,SON
122674,2013-12-25T06:00:00,2013,12,2010,17942,28052836,True,True,True,DJF
114599,2013-10-11T12:00:00,2013,10,2010,17986,28122005,True,True,True,SON
135914,2014-10-21T18:00:00,2014,10,2010,18351,28776968,True,True,True,SON
116190,2015-06-20T18:00:00,2015,6,2010,18551,29235222,True,True,True,JJA
116148,2014-09-29T00:00:00,2014,9,2010,18555,29239968,True,True,True,SON
116191,2014-05-27T00:00:00,2014,5,2010,18593,29295270,True,True,True,MAM
123286,2014-05-06T18:00:00,2014,5,2010,18677,29455698,True,True,True,MAM
116365,2014-05-30T18:00:00,2014,5,2010,18856,29772233,True,True,True,MAM
116067,2014-05-29T06:00:00,2014,5,2010,18857,29773209,True,True,True,MAM
133240,2014-07-01T00:00:00,2014,7,2010,18861,29782987,True,True,True,JJA
300234060018400,2014-07-04T12:00:00,2014,7,2010,18905,29901253,True,True,True,JJA
133211,2014-08-09T18:00:00,2014,8,2010,19020,30111061,True,True,True,JJA
139081,2014-09-09T00:00:00,2014,9,2010,19021,30113689,True,True,True,SON
114793,2014-09-25T18:00:00,2014,9,2010,19260,30637192,True,True,True,SON
114794,2014-09-20T18:00:00,2014,9,2010,19266,30650946,True,True,True,SON
300234061477400,2015-02-17T06:00:00,2015,2,2010,19427,30963039,True,True,True,DJF
132540,2015-11-26T06:00:00,2015,11,2010,19756,31715230,True,True,True,SON
132542,2016-05-24T12:00:00,2016,5,2010,19874,32002331,True,True,True,MAM
132543,2015-08-10T00:00:00,2015,8,2010,19929,32140492,True,True,True,JJA
300234062321360,2015-09-26T12:00:00,2015,9,2010,19933,32154370,True,True,True,SON
132504,2015-08-17T12:00:00,2015,8,2010,19941,32172635,True,True,True,JJA
139742,2015-10-29T06:00:00,2015,10,2010,20119,32543941,True,True,True,SON
145792,2016-07-08T12:00:00,2016,7,2010,20671,33707830,True,True,True,JJA
139771,2016-09-09T06:00:00,2016,9,2010,20787,33950885,True,True,True,SON
145813,2017-01-22T06:00:00,2017,1,2010,20890,34117392,True,True,True,DJF
300234063648930,2016-08-07T18:00:00,2016,8,2010,20972,34339102,True,True,True,JJA
300234063225620,2016-12-27T00:00:00,2016,12,2010,21078,34538354,True,True,True,DJF
300234063640940,2016-10-08T06:00:00,2016,10,2010,21085,34555235,True,True,True,SON
300234063997620,2016-10-12T18:00:00,2016,10,2010,21134,34642822,True,True,True,SON
300234063128200,2017-04-02T12:00:00,2017,4,2010,21296,34924826,True,True,True,MAM
300234063738890,2016-12-17T18:00:00,2016,12,2010,21297,34925176,True,True,True,DJF
300234063746360,2016-12-11T12:00:00,2016,12,2010,21315,34958590,True,True,True,DJF
300234064014100,2017-03-14T12:00:00,2017,3,2010,21594,35685115,True,True,True,MAM
300234064018110,2017-03-06T06:00:00,2017,3,2010,21598,35698820,True,True,True,MAM
300234063251240,2017-06-28T12:00:00,2017,6,2010,21602,35701272,True,True,True,JJA
300234063250690,2017-09-16T00:00:00,2017,9,2010,21604,35703420,True,True,True,SON
300234064015090,2017-03-23T12:00:00,2017,3,2010,21609,35715030,True,True,True,MAM
300234064909860,2017-07-22T00:00:00,2017,7,2010,21884,36250445,True,True,True,JJA
300234064017030,2017-12-23T06:00:00,2017,12,2010,21885,36255350,True,True,True,DJF
300234063942820,2017-10-11T06:00:00,2017,10,2010,21945,36360188,True,True,True,SON
300234063515980,2017-10-28T00:00:00,2017,10,2010,22034,36566986,True,True,True,SON
300234064015050,2017-10-11T18:00:00,2017,10,2010,22035,36574503,True,True,True,SON
300234064015000,2017-09-02T00:00:00,2017,9,2010,22038,36578500,True,True,True,SON
300234064015420,2017-09-21T00:00:00,2017,9,2010,22041,36587871,True,True,True,SON
300234064011410,2017-08-21T12:00:00,2017,8,2010,22042,36598706,True,True,True,JJA
300234065317820,2017-09-10T00:00:00,2017,9,2010,22131,36813410,True,True,True,SON
300234063942770,2018-11-19T12:00:00,2018,11,2010,22457,37479194,True,True,True,SON
300234063942720,2018-08-01T06:00:00,2018,8,2010,22458,37480912,True,True,True,JJA
300234063941880,2018-11-09T12:00:00,2018,11,2010,22556,37734836,True,True,True,SON
300234064909820,2018-02-26T18:00:00,2018,2,2010,22595,37816683,True,True,True,DJF
300234065382690,2018-05-16T06:00:00,2018,5,2010,22823,38335429,True,True,True,MAM
300234065385680,2018-05-16T06:00:00,2018,5,2010,22824,38342053,True,True,True,MAM
300234065317890,2018-06-14T00:00:00,2018,6,2010,22981,38580539,True,True,True,JJA
101622,2018-10-12T00:00:00,2018,10,2010,22983,38587465,True,True,True,SON
300234065317720,2018-06-16T06:00:00,2018,6,2010,22989,38594011,True,True,True,JJA
300234063940880,2018-06-30T12:00:00,2018,6,2010,23036,38653991,True,True,True,JJA
300234065311630,2019-02-03T00:00:00,2019,2,2010,23317,39296831,True,True,True,DJF
145689,2019-05-12T12:00:00,2019,5,2010,23453,39622063,True,True,True,MAM
145707,2019-01-29T18:00:00,2019,1,2010,23458,39636476,True,True,True,DJF
145694,2019-01-09T06:00:00,2019,1,2010,23459,39637947,True,True,True,DJF
145711,2019-01-25T00:00:00,2019,1,2010,23460,39641121,True,True,True,DJF
300234066399370,2019-03-06T12:00:00,2019,3,2010,23576,39969236,True,True,True,MAM
300234065705950,2020-09-17T06:00:00,2020,9,2020,24222,41276038,True,True,True,SON
300234066836710,2022-12-04T00:00:00,2022,12,2020,24278,41403789,True,True,True,DJF
300234067876670,2020-01-29T00:00:00,2020,1,2020,24698,42242023,True,True,True,DJF
300234065703970,2020-12-01T18:00:00,2020,12,2020,25028,43055594,True,True,True,DJF
300234065311730,2020-08-19T12:00:00,2020,8,2020,25190,43488624,True,True,True,JJA
300234065311650,2020-08-31T12:00:00,2020,8,2020,25192,43489717,True,True,True,JJA
300234067548160,2021-12-25T00:00:00,2021,12,2020,25578,44343172,True,True,True,DJF
300534061557870,2021-08-22T12:00:00,2021,8,2020,26020,45208828,True,True,True,JJA
300534061551810,2022-08-25T12:00:00,2022,8,2020,26888,46730816,True,True,True,JJA
300534061551870,2022-10-15T06:00:00,2022,10,2020,26903,46757544,True,True,True,SON
300534061551860,2023-04-25T12:00:00,2023,4,2020,26927,46796211,True,True,True,MAM
300234061199810,2023-04-09T06:00:00,2023,4,2020,26988,46880831,True,True,True,MAM
300234060159340,2023-01-23T06:00:00,2023,1,2020,27049,47019867,True,True,True,DJF
300534061552840,2023-09-01T00:00:00,2023,9,2020,27235,47364648,True,True,True,SON
300534063920500,2023-07-17T06:00:00,2023,7,2020,27496,47813494,True,True,True,JJA
300234061193830,2023-07-29T12:00:00,2023,7,2020,27505,47827133,True,True,True,JJA
300234061198840,2023-11-23T18:00:00,2023,11,2020,27673,48017976,True,True,True,SON
