design_id,style,sigma_km,min_pairwise_separation_km,s1_x_km,s1_y_km,s2_x_km,s2_y_km,s3_x_km,s3_y_km,s4_x_km,s4_y_km
design_000027,support_random,200.0,253.61205698101853,394.49678347223494,-46.870460865207576,27.133858063579083,132.7017477942657,309.7265567623242,270.18570857865484,555.1348107518161,334.16902140295645
design_000028,support_random,200.0,431.73998346475616,44.757072070298435,52.98390125844814,-79.4666521218852,-478.5462555386335,765.9588651061922,180.61807698783736,1117.7099218291676,-69.72290530714787
design_000029,support_random,200.0,573.660589731675,-271.43976560769784,-314.9224767627308,445.63308558856477,-156.37717180046417,873.6106456078071,225.61979197185298,1729.000395405884,244.17073795568396
design_000030,support_random,200.0,406.271365604302,408.614958532067,450.2130212802838,2054.761984181498,513.6636815879732,-223.74240672232102,-339.1552326255313,189.0775006991334,108.36550100518026
design_000031,support_random,200.0,305.26553288110017,-51.15697421243926,-80.44634461891664,518.6581710568158,212.62531157262885,1236.089798472578,150.25788853187854,1541.3084138133058,144.90602767131116
design_000032,support_random,200.0,431.7629628625863,180.3226817089893,-116.38195083388626,807.4816827983761,348.260238636861,1432.3546210409954,308.42555651779014,320.22198912626163,292.0876806983081
design_000033,support_random,200.0,547.3973262940799,139.99570653331216,-534.9193660718087,1194.8964593130918,-101.27051718096078,699.1083934671836,130.75971058835552,-347.67189721795773,97.72343137174526
design_000034,support_random,200.0,359.9800512217061,509.64644883997687,-139.52188240603493,1361.068187256716,265.6482502794475,444.38791460957304,-705.4991399329548,150.0029322953539,-123.95980397802114
design_000035,support_random,200.0,372.31737775599544,-277.0507673182781,-312.3731025177944,-258.57338639233336,59.485494496202456,203.18091531055907,-32.729518660962334,399.40712259666867,353.2847790155531
design_000036,support_random,200.0,263.785022416382,6.537180744978457,176.2768095600939,-379.4622951298225,-173.28156435203243,17.476560263018257,-87.28128275917345,1523.0035840963494,341.45922800949114
design_000037,support_random,200.0,327.9480661382419,570.2291596186928,257.24347604301306,9.141690086297658,-521.0628725130323,268.2768503488426,-93.3872135554503,895.110826781293,212.50158934316326
design_000038,support_random,200.0,325.3289301400946,-168.49480366897572,-509.00399017691706,697.6395810325207,-33.01222907842883,140.11499508925172,49.558144300633074,-86.69110312395934,-194.12771707390945
design_000039,support_random,200.0,372.75183067598556,464.18896726645363,-65.84232151425792,-222.30978479705593,45.728626879150404,515.784948670729,-467.3251916276884,147.05098798432718,130.03373462622125
design_000040,support_random,200.0,517.2739528586958,356.3222413195185,-26.359567016707594,-93.22039723858032,-696.715109184339,779.44607047922,271.1947431575731,-91.67202653140109,261.52371667996124
design_000041,support_random,200.0,430.8613207519355,444.53063110142864,-189.29741244803577,-410.7507336832476,-329.9925389110138,55.43282203337448,-374.349763685577,1637.2910148564526,-190.8392928776256
design_000042,support_random,200.0,261.3766583749052,-328.95557187347055,-27.155146268828595,133.73458104643115,-252.84322626007835,-79.31182016158085,50.27711299334371,550.6172489948844,-211.59611607471737
design_000043,support_random,200.0,275.24982391895463,519.0528185762851,553.6177178591208,-328.984816987096,92.69749317256642,1017.9631037187127,193.9891703649589,750.9143064262234,260.6780407411358
design_000044,support_random,200.0,257.5120897472555,303.7586111965529,22.0178974123226,346.11824444019044,-231.98631089427832,1164.6385511135968,-234.7377331538659,1509.6935346549653,62.840238427397665
design_000045,support_random,200.0,262.78696537589735,-149.3631469711213,-576.1155510856229,656.5245412521391,59.898010202762535,109.97545518617953,-12.657249772152653,353.89695627251723,85.11437432840549
design_000046,support_random,200.0,415.5506821531504,1466.4539270100436,155.79720648785994,1606.4966025596775,689.7977026251697,-16.324404309907713,-89.3395787163705,315.5915367960564,160.68877463118645
design_000047,support_random,200.0,334.2100962232236,-236.353265779577,185.4100419502384,1124.0006513493609,235.38464733019535,805.3939728720017,336.31121889170754,171.5318400284603,-80.96542012901867
design_000048,support_random,200.0,328.18677465586035,-194.1204141411044,-630.1862336039336,480.2081443728431,51.95483360121999,150.5333145539323,212.99889491496123,131.92894126752384,-592.7913556574222
design_000049,support_random,200.0,370.78011658762364,273.7528478745517,407.3389119554449,621.7896495948742,47.05180877981499,-200.24073505319984,538.8089734210873,80.11281139326101,91.1405072658321
design_000050,support_random,200.0,267.1991010079187,319.5287228930851,-178.02210334627006,1422.4628492358759,183.46649601643614,1179.2099571583055,72.90705464964074,-272.8796673636563,-567.9927451419169
design_000051,support_random,200.0,340.7555813110907,1011.96488775165,312.6252210812303,639.6712732496602,-29.913029021433502,142.04952330916748,-21.002888933811303,985.84424934403,-27.1277457105811
design_000052,support_random,200.0,293.78052684466434,250.02044023818397,268.17404474017,1717.084873180626,160.35836360439433,249.3038516719556,-25.60560815287037,-242.8036808769764,101.57631127643054
design_000053,support_random,200.0,286.65603277877904,-92.81822629939217,-436.49814941162555,333.5451947630866,178.29125711394596,301.7874599557006,-167.58595422770642,-96.77407596956637,-149.8694132705062
design_000054,support_random,200.0,305.34937030328376,760.4562661700803,90.19163050067682,1277.8606934706143,393.1307648099181,298.9540304598307,71.6203900860096,280.04219785104834,-233.142764727674
design_000055,support_random,200.0,372.38147463397416,566.0820302476546,192.3883438337708,1192.9554468823665,199.60160507835394,76.82599870445888,58.3798959092582,-255.78884745201486,-109.0576350295324
design_000056,support_random,200.0,283.5403919596528,140.0430555381094,-125.53873423766807,345.31811201799474,70.05601277720818,-179.93437670033893,-189.16325128126658,729.9899195510037,132.88144503630093
design_000057,support_random,200.0,459.87511402550183,1390.4594096366072,262.44767812726536,66.18884678900297,216.5215554599305,932.1701988680031,224.28854038729156,398.33543754755556,-103.7627558578207
design_000058,support_random,200.0,293.08459273044093,-25.088879721061875,-279.67955689142445,1304.6199762133735,-36.69541712244188,585.9715762478434,552.9524010302702,553.133064498358,261.713305711583
design_000059,support_random,200.0,542.0655556589073,-34.764307789612545,-42.72575031244111,1338.7391790949816,277.60014743467553,388.61398767342035,-381.2311203771076,626.5431671043402,119.45349615834203
design_000060,support_random,200.0,531.4852948889547,64.52145695386295,185.15022382959333,1318.17313828814,294.94916941757214,376.43332022541097,-407.64698800538224,-448.6059384294291,46.66955806589266
design_000061,support_random,200.0,458.9248249784473,32.8415727242986,-402.3045398618529,397.91494058777437,73.41115929451246,1380.8776879217482,306.78723429673914,167.81759840453643,470.48446247883436
design_000062,support_random,200.0,592.1471810874579,1770.0199975233618,239.14838705627773,116.0939697217948,150.65164437046354,1179.350133564557,378.5960531473625,930.3537413079114,-158.655359799125
design_000063,support_random,200.0,340.72244383203196,587.43001365164,-262.59100371376286,1776.0081273297237,494.3432744506227,662.1306859350843,69.84183655818387,771.831480332839,449.1227416416592
design_000064,support_random,200.0,605.6150793313158,-214.98870740377373,68.84334381256723,516.5101468245595,-278.206922808332,1131.4754936567945,287.13655457433913,-516.8261612560315,-456.1935841891325
design_000065,support_random,200.0,280.2259178660808,-199.60382938318725,8.368357045622888,260.34571632880164,-165.8656841624362,-25.394676844036574,-211.12591671904372,1043.1029413671613,138.11927813309413
design_000066,support_random,200.0,290.266590075568,167.9162640904167,-16.65764203598303,-116.15051448717173,43.01445045832445,1596.8002178351903,254.10751888420776,-186.58258494191023,338.619682542054
design_000067,support_random,200.0,340.26526178313696,-92.27995079498882,247.2147164595969,124.45653291837365,-15.093775594919094,610.6321290884059,-248.79799935714072,1228.7796158443666,31.747861270196683
design_000068,support_random,200.0,290.0544388389853,545.1261509617154,-2.5652649403006365,1368.8918333365923,452.11978630035196,-284.1045050174538,9.407174260141218,267.0440813752943,79.90861010344568
design_000069,support_random,200.0,269.4376348246623,692.2547751452149,139.07266792831172,235.15777775707943,32.79034854189583,1376.0480227704093,216.61219470666938,1637.594261788725,151.88041027828984
design_000070,support_random,200.0,421.74676587927576,-127.79670695255234,350.4098442707173,992.6637798945826,28.030599976917856,1282.7811701582646,334.1388069825764,329.64147478307535,-476.18424559409044
design_000071,support_random,200.0,283.71235390608075,-283.41606855366103,179.1338036489136,101.36634916474186,80.2801367393371,12.123744165931143,-324.50470217051367,-170.84379178627947,-107.67393741028472
design_000072,support_random,200.0,273.2805546199501,554.1333574396923,-215.31516493070586,-173.97143264516643,-74.55125521060931,460.2675529268098,229.53315733051332,289.63328393189283,-284.0317760793666
design_000073,support_random,200.0,363.7943868324624,860.8042544855882,194.06595248519466,390.2708733244639,384.39034150932895,-404.37887619328376,-452.4650398497271,306.58630099307493,30.351857380103475
design_000074,support_random,200.0,354.8134224939315,-207.61853663695746,29.495663445096262,1126.1196720431424,-1.0472615412437847,-28.81909854139792,-393.75274962449623,136.5901853384063,-79.85414563233525
design_000075,support_random,200.0,527.4372311553489,-101.35588145466033,46.18366438685725,481.56612759956533,392.1676756756484,1050.7607962282316,154.59483668434586,-69.86515335935053,-480.31264790112846
design_000076,support_random,200.0,392.5645234250835,943.7768255442751,105.21052617922354,817.5431624422966,476.92542681117175,-413.95241016690363,-778.3300676433856,339.3240956562953,80.0853039613482
design_000077,support_random,200.0,292.7796034424962,175.89170353453957,-37.01419360002639,1430.7888058645685,201.17235117987593,-25.90179272134225,-385.1171592259194,365.7659856858188,185.84821500555637
design_000078,support_random,200.0,629.8913079291347,874.5198755465424,76.59402063665536,-40.39056402065172,-506.05693100765,1899.1150705820676,669.1968497910283,251.86885612354374,171.8240989532071
design_000079,support_random,200.0,357.37180728753015,286.7679910249304,310.9593470391047,34.9499602654561,-662.9801925251771,559.8035053799348,80.381341702833,1210.3756634402414,-116.46393729312564
design_000080,support_random,200.0,274.56959269823443,593.2798644902313,361.18109716281356,-80.38165133756564,-474.5417988882787,167.55933713567495,175.36139423440102,15.680472526869323,-53.377040925968245
design_000081,support_random,200.0,401.14561515903245,1121.967343950186,179.5148555704742,351.3093970188313,-67.45389520199966,752.1573331758007,24.08525577568748,-250.42898970372158,-604.4524788050167
design_000082,support_random,200.0,267.51338093019797,1527.1485040402308,306.2092439831928,348.7316435578475,22.058282820538594,81.71761999668391,5.720590254464511,1092.6018623144455,411.9556324996866
design_000083,support_random,200.0,263.66435931537035,390.64047006011737,-186.28020106915076,227.58843709604707,56.50451428231987,551.6698360234528,457.66290235951146,1.451631014936467,-79.07217733028324
design_000084,support_random,200.0,419.4611505544712,107.03736666789662,-330.09411433721084,598.5029043818143,20.256671627360344,1365.2537181419777,168.94375514612005,117.04674316267571,89.24759502004656
design_000085,support_random,200.0,338.1438381410613,-48.36440288715949,-277.79723896361054,683.1910012144103,49.01158934022838,-20.220236375194474,59.17332527622784,912.809949124718,323.7337951836353
design_000086,support_random,200.0,509.93571394978267,-267.352002573035,-319.25905991121545,1351.2013320693202,199.94058409146402,884.1021161444833,404.5200426005655,532.9226416830146,-140.1479697189866
design_000087,support_random,200.0,328.8323430391057,1586.7529963126347,139.53739235448253,768.1088309950137,430.05572482177257,205.75770337996977,37.05527969519568,529.6829018508529,93.65188404728615
design_000088,support_random,200.0,451.4190946272504,334.6271315536252,372.67242839355947,786.0425225858475,374.501016185359,-76.3474912570415,-55.531832909148804,358.4932010551553,-179.43338280690756
design_000089,support_random,200.0,251.82132831216768,1097.2251517179227,83.89649565226622,3.576438839544693,-476.0715800746754,-310.00296535805944,-39.98290257389344,-244.84179042912734,-434.8118568579348
design_000090,support_random,200.0,252.32106177646995,473.7571903101393,188.44135966534157,233.54926937681554,111.20100145219473,-184.38890811258025,-363.9342088942956,343.24506616571273,-163.78056475881922
design_000091,support_random,200.0,433.6366921873952,52.12020129706613,-262.7977786026846,426.0964676586186,120.1406807983781,-220.96695829047042,-599.6422294693081,1780.804866152689,-484.45083692345264
design_000092,support_random,200.0,609.8081466241291,-530.0876927490625,-52.12893809976965,948.4442164152802,99.0169645155458,204.89274514123372,-16.715651266765732,628.0073168981766,-455.8512053455652
design_000093,support_random,200.0,285.01518793715445,860.8472838109608,351.1360960646675,873.8070337921561,66.415702985288,272.2332617236045,-559.8535149722389,444.3313530318379,385.3872895388078
design_000094,support_random,200.0,270.50552018318865,-38.18555575577172,-567.2439422052879,831.0465041705387,-185.10750667714623,226.54127579456502,-191.7252340315561,296.91570666659817,-452.91611428776815
design_000095,support_random,200.0,386.45381850812936,599.4869061638207,145.6663241175257,-162.21110781785785,116.22286466890226,469.11056092615235,-218.1310953922648,1350.8750042525492,594.9662540495298
design_000096,support_random,200.0,341.6522846445892,1109.9972118381052,139.70581183067378,436.9314651702779,-198.31188780145368,1810.0586275580981,458.09820493908086,545.1738747822027,-522.3641434088969
design_000097,support_random,200.0,390.9059882756702,671.9745400708147,221.8174566779615,652.3638935048579,-168.59631640265553,151.74447974942984,-295.2299545108055,233.98245361575988,322.3182517735465
design_000098,support_random,200.0,304.69649119357973,198.07370246765635,71.26095830342854,-158.184795517378,323.52195814727776,-176.96101621955677,-190.46669404137648,-440.1695080179393,-36.96997879671727
design_000099,support_random,200.0,523.0213533174368,677.283590431828,-337.96136018518825,-279.0182782551866,226.60017626452122,58.42053160704447,-173.0076134803287,844.3790291828938,331.86350501299586
design_000100,support_random,200.0,400.61567001854155,-124.2195091492905,-437.7590026624488,1099.5434241731466,449.9136771684855,432.475556269211,90.82064155250123,243.93364697484566,-279.78378720052126
design_000101,support_random,200.0,549.2796552216682,153.3569006243752,-73.22521927710072,1365.1871851047931,169.5737688345409,1789.9883364932793,517.7865219316254,-370.98021236761576,112.34006922308356
design_000102,support_random,200.0,315.99808020478474,-89.57631346667102,-477.8139744421329,195.00663020671868,115.76634528534207,-31.299386492053923,-104.77928151112023,1680.6096231712065,353.10892165443784
design_000103,support_random,200.0,464.85676602741165,-299.0889066161456,-304.1190863225244,470.33800007356,216.84466806675607,14.583244081460933,125.30552173008809,1623.2399332585346,352.6018291168342
design_000104,support_random,200.0,343.3272445995016,561.9517814242059,122.87129856861046,1507.9779042230855,357.1843438044782,242.75233617827396,249.3043284262203,65.73683920277898,-685.5926688422969
design_000105,support_random,200.0,291.6439635955631,147.8042441776338,83.51785295900532,-115.43589902893751,210.88198995441678,1292.2236992475844,95.15121743213342,-77.4785637231395,-101.69515405203973
design_000106,support_random,200.0,486.9089759596369,558.464604203528,58.86889231984269,1416.1330313826552,14.744749199623037,105.4546061236862,237.3690113947721,148.2958095679222,-264.9394872526219
design_000107,support_random,200.0,389.41462339572854,289.070011274626,247.35033053223754,-92.69786444594574,-535.7420536308284,1499.1693128198328,73.18287871974717,629.6899083442147,58.61285509415745
design_000108,support_random,200.0,382.3176285951968,-126.53813584883531,-341.2467747754652,311.84129563434925,43.74069298052545,344.55832576979975,-337.1744748374165,758.5966116554355,46.783605707987604
design_000109,support_random,200.0,294.41703800878787,156.3690722859853,285.57568774472,1621.2002791415887,-19.29087601261038,192.13517140723582,-511.15173756061336,1491.9688448818986,245.24764418634183
design_000110,support_random,200.0,250.81297336583745,623.053426784008,-124.19812472576635,-187.09365101014805,43.74677563649482,1089.4577665727145,42.62871766037462,384.0081098821468,-48.27392518503342
design_000111,support_random,200.0,364.7187575294525,367.95877086736516,213.94362281936935,377.25687319596943,-301.53483739094975,-176.09303351806795,38.91792056391917,723.9830192660112,293.1048926803736
design_000112,support_random,200.0,263.8547681197456,183.46340283007635,207.9079495636465,293.12074009949134,-125.60909196830777,469.9461088863062,-321.4460844210403,1326.0359395614162,308.00472460708056
design_000113,support_random,200.0,445.8728038234051,-129.44267258875936,54.25924916987856,402.5793551586444,30.378564198766114,146.42236143294645,404.54633170868385,1100.6063440641346,78.53191093951057
design_000114,support_random,200.0,561.2457085645749,1197.332655573754,454.29298539377265,319.89419394797994,-266.24693041880715,-392.8050020429355,-445.52036837896003,682.4791528926289,162.15579241247798
design_000115,support_random,200.0,353.17600098386544,829.0097545568027,244.0421569049752,96.30849261547053,-35.37839063283174,-114.40381359058532,405.9476642622856,-361.9413132299388,154.03800993507966
design_000116,support_random,200.0,273.4211343690013,722.0838869668909,346.0985033788015,1143.29175785651,474.7912049508358,-17.10697400002885,66.4867019634404,202.94509162566973,228.77103618426008
design_000117,support_random,200.0,413.5834219679629,1991.4971705938037,554.4184616235806,418.66276331503855,-584.7409933843023,513.6445486215891,233.74174869255125,297.4996742186861,-189.303573850744
design_000118,support_random,200.0,285.5613617975334,475.4704074002207,-0.039873058822053054,314.7883647242132,-254.89664502215834,192.99286452545084,41.81379013920969,-59.29938088553316,323.4438826433517
design_000119,support_random,200.0,367.45245949980483,441.55315478717534,245.77398419901704,1550.8738100891658,430.7168728417353,-52.384817871901646,114.29257367842723,422.54581391330214,-121.18654635619146
design_000120,support_random,200.0,701.8604936882265,-205.18997138591806,220.40420994664345,830.1091435684438,169.19662392773887,1522.9222084285254,281.5274289611808,284.08225638175486,-430.3125373912203
design_000121,support_random,200.0,278.88209396303665,487.90466760400136,278.23583284255886,1362.8812712641147,45.04178222155025,209.2638023760258,266.63882640929455,845.5434761464949,144.03899281008339
design_000122,support_random,200.0,341.29654950708687,-318.7194660934855,-279.9256097945479,947.3033536334351,264.2016289923316,522.4514368588607,-270.7002744693723,13.564088304971165,-202.00915336991773
design_000123,support_random,200.0,523.5193999657865,484.4946821632227,-40.12505265418507,1228.38295129978,394.58573861103935,-37.621107192574414,-1.8149411180630466,-531.0731056403592,-533.9356017120867
design_000124,support_random,200.0,331.1540272798838,128.93052317939882,17.602896985282317,1309.7281557086321,265.9350843123107,1451.8413897183013,565.0451284482424,285.9353124264399,-547.6527976086257
design_000125,support_random,200.0,256.64910002074885,193.14528546271555,-150.93742180272955,688.1889439541947,460.19271497782313,-55.62399109747666,-321.0084169214523,606.37764681063,216.93221222172895
design_000126,support_random,200.0,301.10460428314224,506.8940057435277,-53.85307744396495,-128.91942726572978,-182.2253240784641,728.8875675137255,149.5746523597398,722.0221901718744,-424.5410521407205
design_000127,support_random,200.0,436.95954436184513,900.7876234360525,-42.0053590299957,-183.53158245082327,-244.8528032072254,-355.54749835920995,-646.5294991744051,661.094750098626,404.6404888734686
design_000128,support_random,200.0,425.99762271131306,-280.33983882675795,-609.6153232798165,119.73702563955055,-55.14499929990069,560.6918181930089,-66.67124655852001,536.0195144254423,-491.95380202310895
design_000129,support_random,200.0,410.6203725966794,1246.5461069409805,181.10935153332065,-119.19194426335235,206.6225275656857,290.4982369690283,234.24581109995998,1571.9772146265439,841.0230228948283
design_000130,support_random,200.0,296.04938292837676,749.8366431321274,280.3645563350981,66.8194458215276,25.123579835563703,-209.3783919679214,131.7068408698644,416.5272215937278,-405.85920108085804
design_000131,support_random,200.0,353.15104645866853,522.5283510412131,-61.3518784192599,741.2657502586578,215.90181731524402,43.96504277309568,-443.20723934073277,1458.3446463043854,456.4722320351394
design_000132,support_random,200.0,292.09437741407936,900.9500135702575,134.9051062348979,605.2475676468209,57.64533908206678,313.9530225371418,36.044105176020004,1189.6728008613843,199.1984374316438
design_000133,support_random,200.0,472.3398671472528,-99.3496236743038,-484.5985937364582,1846.5495197067146,75.38059524889374,1349.4095630924653,-53.026985434544955,908.431324188658,116.21586643808519
design_000134,support_random,200.0,416.39712198068014,384.84908023235295,222.82787658953197,165.19518815252826,-130.92165470058603,-505.68457472846524,-768.4614584490037,754.1950968600731,10.238926059876555
design_000135,support_random,200.0,353.8134926442746,76.32465154718689,-178.43846225148633,1658.7243675074862,700.8601590515457,1009.3556229341206,181.6694928026426,-234.45724692514105,-347.5496657806311
design_000136,support_random,200.0,265.64900426603464,109.94236314352965,-373.57537485174805,814.8287467891441,398.9531980182343,-32.043984676002985,312.90855250341724,1074.4084255468654,455.4136606763983
design_000137,support_random,200.0,257.6769521630101,190.55800126853373,-70.82107232389595,456.6834629117841,6.772380395183724,60.96327302879817,151.89537989391238,2047.9809063867986,-46.663183270294724
design_000138,support_random,200.0,411.8724005921222,297.48528639667154,10.12260677979178,-51.18487653817453,-209.12153076670103,503.9014956011337,-384.90398931163287,773.8076548372371,184.13757568537602
design_000139,support_random,200.0,374.50038100854243,634.0769531155202,230.25371080697875,289.92620033833873,430.38356969165335,128.17618547033445,92.615205178717,1021.1000658247441,91.51945704695359
design_000140,support_random,200.0,283.5470295612841,213.84488603364855,-596.8285008110302,1135.3528298337437,-5.45292751442156,155.83882340136714,7.877522403030163,1049.4276774554414,-275.6672612604189
design_000141,support_random,200.0,290.8096410856242,-284.6110884127404,-242.90564901648997,265.646479204371,-536.6520471122147,139.8986953466813,231.47367358713262,39.58225306536758,-353.7170504371032
design_000142,support_random,200.0,304.616412406069,52.69726391186396,226.40405902073508,111.74598413307241,-72.43437115079048,770.8079018695582,-431.2280612568067,1078.2095451756832,-17.447026250437297
design_000143,support_random,200.0,347.84784559218303,94.4306613319857,36.332272005087916,465.16333226355624,327.9457440623564,768.2552274120294,157.2605754669856,1307.8701455919713,-1.3310304349608657
design_000144,support_random,200.0,368.9021905432717,536.6989193767963,310.0262152082389,388.66405847491313,-222.30397502548,201.0594521703444,156.9413556009172,-157.84304721539425,-497.3500916197505
design_000145,support_random,200.0,329.6803287559029,1797.6116461970355,259.93171828889353,-131.5957479454368,-49.80132489298265,232.23682884540796,-295.62399932789873,41.993400794069714,230.47697717211423
design_000146,support_random,200.0,306.2441850884466,-129.77919858186573,-574.7903598740772,348.248352629672,-57.926009802628826,-53.82106555623081,370.99945363750743,119.22691666752462,-261.2353376022228
design_000147,support_random,200.0,313.92100203455306,-15.909578983213414,-7.968449914152998,284.02356200840006,-100.63185398114584,1635.1050314230438,375.1984188580908,710.5086076085216,-253.01892187460592
design_000148,support_random,200.0,261.7428128277116,672.5900896653723,-430.5257516198664,-47.704719265801685,-156.09609236974347,414.56087373924396,-386.5914393399421,-318.8369789521505,24.496886179393655
design_000149,support_random,200.0,507.0488115107546,816.2667687196587,127.49634035652873,974.0969146633412,609.3553885084386,1467.2894627555418,388.32275721086523,209.87652949191704,-53.07740823320674
design_000150,support_random,200.0,335.39610200560435,583.7526953688964,193.2646369963868,918.8667891690565,207.01561430897343,1341.4125485523878,171.39598427456218,161.45512378926028,-127.29140274988697
design_000151,support_random,200.0,485.19734325726114,325.8743568437194,235.67369387912217,1013.8336959253963,274.20596558426655,147.6808838752226,-464.521027293289,590.9961558517261,-661.721512932405
design_000152,support_random,200.0,278.1715364129688,303.5162758922755,-68.84052306019072,449.70608916598616,406.0979822341826,375.6103895589145,-510.68963728455583,27.169869067752273,-37.02752091442161
design_000153,support_random,200.0,452.2282375010233,370.709474465653,-438.02592028350136,1572.4459822068209,-13.006207269909652,-24.992458073134607,-219.09588721733954,757.419135161867,239.19708311051252
design_000154,support_random,200.0,382.59323181222896,512.253348433524,307.7116953566095,-187.0569100576042,-20.4761568460809,232.71302717428878,46.49379815427477,453.5991220259799,-288.3871545126223
design_000155,support_random,200.0,322.2380639579386,676.6478440575222,34.759961080110514,462.12924613473507,-373.4510713876299,60.810378512175646,65.13109751317143,976.2180492975422,153.48258738113557
design_000156,support_random,200.0,615.8530975337387,1928.2681548694914,103.91842453426139,278.69356127968894,266.77859957521724,-386.18931488601055,-777.6588858154696,491.50727079578826,-311.13606781426677
design_000157,support_random,200.0,272.94225496798555,227.425172553072,-256.5081538878206,273.2910416317008,358.18045024827154,28.48544041459407,-69.63799167972626,659.9282962341191,444.3703278992667
design_000158,support_random,200.0,331.91754347136106,1140.8561013454942,-1.3871024242197691,1324.6499523950135,376.7569061340759,69.84652871514393,60.42714798497962,352.88299332762904,233.80423806244144
design_000159,support_random,200.0,635.2745257220859,438.7255294357035,-136.1451030537021,-329.2289626742179,51.85620495086222,541.5304693307297,490.755899788534,1558.0610107244133,141.26771656157624
design_000160,support_random,200.0,427.28308798043184,602.1621003239677,429.4882958203771,-299.1401198542801,-377.1754531827313,1061.3934148809183,338.17149128835996,-68.93049962524552,-17.211054904099917
design_000161,support_random,200.0,322.79942441592056,1024.5263963847108,405.99405016916165,44.17234952604954,83.76048644873197,656.8928381335346,95.7528573169335,-164.32981628880867,-162.6666128195161
