candidate_rank,pair_id,observation_dimension,coupling,schedule_amplitude,mean_squared_endpoint_displacement,endpoint_displacement_rms,maximum_coupling_marginal_residual,all_time_target_hull_feasible,feasible_time_count,all_time_calibrations_converged,minimum_interior_ess_fraction,maximum_interior_standardized_residual,mean_projection_kl_distortion,maximum_lambda_norm,nontrivial_hidden_shift_time_count,all_time_physical_range_gate_pass,phase3a_gate_pass,rejection_reasons,calibration_solver_warning_time_count,all_time_calibration_residual_gate_pass
1,v6_F0280_k06025__v6_F0280_k05800,2,geometric_l2_ot,0.05,0.012922909272873415,0.11367897462975911,2.8189256484623115e-17,True,9,True,0.0523171987447616,6.465272761602137e-12,0.6179245423645163,8.398737308471057,9,True,False,minimum_interior_ess,0,True
1,v6_F0280_k06025__v6_F0280_k05800,2,geometric_l2_ot,0.06,0.012922909272873415,0.11367897462975911,2.8189256484623115e-17,True,9,False,0.12748170608563408,2.2191981585706344e-10,0.24129906173526366,6.449980804072513,7,True,False,minimum_interior_ess,1,True
1,v6_F0280_k06025__v6_F0280_k05800,2,geometric_l2_ot,0.07,0.012922909272873415,0.11367897462975911,2.8189256484623115e-17,True,9,True,0.005570592933857046,7.0397021545431926e-12,1.0960326853477447,28.873071395927255,9,True,False,minimum_interior_ess,0,True
1,v6_F0280_k06025__v6_F0280_k05800,2,geometric_l2_ot,0.08,0.012922909272873415,0.11367897462975911,2.8189256484623115e-17,False,6,False,0.009346514274778983,6.616929226765933e-14,0.871608203600442,21.143286264420162,4,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,3,False
1,v6_F0280_k06025__v6_F0280_k05800,2,geometric_l2_ot,0.09,0.012922909272873415,0.11367897462975911,2.8189256484623115e-17,False,5,False,0.003935771243673299,3.543965121366455e-11,1.2105286542264129,15.807634326418691,5,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,4,False
1,v6_F0280_k06025__v6_F0280_k05800,2,geometric_l2_ot,0.1,0.012922909272873415,0.11367897462975911,2.8189256484623115e-17,False,4,False,0.01398306581560381,1.3562484468820912e-11,0.9548379824296261,19.42126455173004,2,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;insufficient_nontrivial_hidden_projection_shift;hard_field_range_pathology,5,False
1,v6_F0280_k06025__v6_F0280_k05800,2,geometric_l2_ot,0.12,0.012922909272873415,0.11367897462975911,2.8189256484623115e-17,False,3,False,0.006838687485944982,5.260364144277219e-09,1.3127512484756623,10.224103597787945,1,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;insufficient_nontrivial_hidden_projection_shift;hard_field_range_pathology,7,False
1,v6_F0280_k06025__v6_F0280_k05800,2,geometric_l2_ot,0.14,0.012922909272873415,0.11367897462975911,2.8189256484623115e-17,False,2,False,0.2495889981472392,2.759970030297154e-11,0.45417608078304217,9.535435628296248,2,False,False,target_not_in_empirical_hull_at_all_times;calibration_residual_gate;insufficient_nontrivial_hidden_projection_shift;hard_field_range_pathology,7,False
1,v6_F0280_k06025__v6_F0280_k05800,2,independent,0.02,0.02337443564611883,0.15288700286851997,9.71445146547012e-17,False,6,False,0.0007369661659317848,3.3728575488112256e-13,3.7032516485766624,12.516701099182496,6,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,3,False
1,v6_F0280_k06025__v6_F0280_k05800,2,independent,0.03,0.02337443564611883,0.15288700286851997,9.71445146547012e-17,False,7,False,0.0005265237334882626,1.6750378861729587e-11,3.8566780608130697,16.963417269737715,7,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,2,False
1,v6_F0280_k06025__v6_F0280_k05800,2,independent,0.04,0.02337443564611883,0.15288700286851997,9.71445146547012e-17,True,9,True,0.0008153639110106822,9.342082663010842e-11,3.8585823178606,18.86971556305042,9,True,False,minimum_interior_ess,0,True
1,v6_F0280_k06025__v6_F0280_k05800,2,independent,0.05,0.02337443564611883,0.15288700286851997,9.71445146547012e-17,True,9,True,0.0022142695186613834,6.286726694781919e-11,2.835100578538003,12.518489047188902,9,True,False,minimum_interior_ess,0,True
1,v6_F0280_k06025__v6_F0280_k05800,2,independent,0.06,0.02337443564611883,0.15288700286851997,9.71445146547012e-17,True,9,True,0.0039598442780385485,1.386335490849433e-11,1.8482198086114054,10.13135284486827,9,True,False,minimum_interior_ess,0,True
1,v6_F0280_k06025__v6_F0280_k05800,2,independent,0.07,0.02337443564611883,0.15288700286851997,9.71445146547012e-17,True,9,True,0.009162192515617805,7.435585480664031e-11,1.00223498911355,8.991126596102092,9,True,False,minimum_interior_ess,0,True
1,v6_F0280_k06025__v6_F0280_k05800,2,independent,0.08,0.02337443564611883,0.15288700286851997,9.71445146547012e-17,True,9,True,0.014651134407800647,1.9888091173925204e-11,0.5222405767899274,8.173755762026852,9,True,False,minimum_interior_ess,0,True
1,v6_F0280_k06025__v6_F0280_k05800,2,independent,0.09,0.02337443564611883,0.15288700286851997,9.71445146547012e-17,True,9,True,0.021660607342520434,1.588951192843524e-12,0.796773837014282,8.881281113820062,9,True,False,minimum_interior_ess,0,True
1,v6_F0280_k06025__v6_F0280_k05800,2,independent,0.1,0.02337443564611883,0.15288700286851997,9.71445146547012e-17,False,8,False,0.0015248311348195678,4.333817305024468e-09,1.853112205500309,26.942612852783636,8,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,2,False
1,v6_F0280_k06025__v6_F0280_k05800,2,independent,0.12,0.02337443564611883,0.15288700286851997,9.71445146547012e-17,False,4,False,0.16213318416668837,1.7711165867240197e-11,0.5499328407414472,6.198062317782165,4,False,False,target_not_in_empirical_hull_at_all_times;calibration_residual_gate;hard_field_range_pathology,5,False
1,v6_F0280_k06025__v6_F0280_k05800,2,independent,0.14,0.02337443564611883,0.15288700286851997,9.71445146547012e-17,False,4,False,0.000993058356153041,1.3631762385557522e-11,2.212674275346619,22.55245094738185,2,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;insufficient_nontrivial_hidden_projection_shift;hard_field_range_pathology,5,False
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.02,0.020083915753288335,0.1417177326705742,5.551115123125783e-17,False,4,False,0.0018654494906534002,2.886579864025407e-15,2.4686300649698203,17.67779702690783,4,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,5,False
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.03,0.020083915753288335,0.1417177326705742,5.551115123125783e-17,False,5,False,0.0006487888763989018,2.690536682337097e-11,2.8524148490884373,28.175471403369137,5,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,4,False
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.04,0.020083915753288335,0.1417177326705742,5.551115123125783e-17,False,7,False,0.0013523483712085207,5.852294204800046e-10,2.902975979031712,39.541535820882196,7,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,3,False
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.05,0.020083915753288335,0.1417177326705742,5.551115123125783e-17,False,8,False,0.0019300541999871974,9.285299196193364e-10,2.1421227334175628,36.600677518820575,8,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,2,False
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.06,0.020083915753288335,0.1417177326705742,5.551115123125783e-17,False,8,False,0.009464313438407632,3.642960599847811e-09,1.0664201850563606,19.012340929396956,8,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,2,False
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.07,0.020083915753288335,0.1417177326705742,5.551115123125783e-17,True,9,False,0.0038801702674434307,3.241596324699003e-09,0.8443611879683549,52.49518049047228,8,True,False,minimum_interior_ess,2,True
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.08,0.020083915753288335,0.1417177326705742,5.551115123125783e-17,True,9,False,0.0169496724041276,3.4734917164769286e-09,0.5800318654486595,31.285873143762753,7,True,False,minimum_interior_ess,1,True
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.09,0.020083915753288335,0.1417177326705742,5.551115123125783e-17,True,9,False,0.00328704446634283,1.1615330919312328e-10,1.3273895576092098,20.814211572547798,9,True,False,minimum_interior_ess,1,True
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.1,0.020083915753288335,0.1417177326705742,5.551115123125783e-17,False,6,False,0.018163704773039004,4.496840677603586e-09,0.97976289961019,14.466291569454189,6,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,4,False
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.12,0.020083915753288335,0.1417177326705742,5.551115123125783e-17,False,4,False,0.03004248086686947,1.0206724354588914e-11,0.8436916072442844,9.627943720262929,4,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;hard_field_range_pathology,5,False
2,v6_F0300_k06100__v6_F0280_k05800,2,maximal_same_ic,0.14,0.020083915753288335,0.1417177326705742,5.551115123125783e-17,False,3,False,0.00034562075856909934,1.2673417870701087e-11,2.4253926927375447,21.129753762800046,1,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;insufficient_nontrivial_hidden_projection_shift;hard_field_range_pathology,6,False
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.02,0.013645873917294552,0.11681555511700722,6.375108774214766e-17,False,4,False,0.015778664001114426,1.3322676295501878e-14,1.3898116770313143,24.483598792274467,4,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,5,False
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.03,0.013645873917294552,0.11681555511700722,6.375108774214766e-17,False,5,False,0.007047923721259977,4.4853010194856324e-13,1.6444957199537857,43.4735021531709,5,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,4,False
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.04,0.013645873917294552,0.11681555511700722,6.375108774214766e-17,False,7,False,0.006603852549857503,2.4831008138548327e-08,1.5807880667745642,31.37280585510756,7,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,3,False
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.05,0.013645873917294552,0.11681555511700722,6.375108774214766e-17,False,8,False,0.008180788400454742,1.104973446075519e-09,1.0196880112524476,36.148032972510805,8,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,2,False
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.06,0.013645873917294552,0.11681555511700722,6.375108774214766e-17,True,9,False,0.0035535821547559767,7.889050079867843e-09,0.8052015151418684,89.25862418944695,7,True,False,minimum_interior_ess,1,True
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.07,0.013645873917294552,0.11681555511700722,6.375108774214766e-17,True,9,False,0.020100226714227978,5.809554837199471e-09,0.935104932476473,44.775458309760545,9,True,False,minimum_interior_ess,1,True
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.08,0.013645873917294552,0.11681555511700722,6.375108774214766e-17,False,7,False,0.00042791400410139777,2.1546196160571185e-08,1.7732042058050281,61.91696514199945,5,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,4,False
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.09,0.013645873917294552,0.11681555511700722,6.375108774214766e-17,False,5,False,0.0018901746345737767,5.156319815569077e-11,1.2019821075747625,17.736390800585465,5,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,4,False
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.1,0.013645873917294552,0.11681555511700722,6.375108774214766e-17,False,4,False,0.011386854343366774,1.6358026044827056e-12,0.9551573759285831,24.171355387384867,2,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;insufficient_nontrivial_hidden_projection_shift;hard_field_range_pathology,5,False
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.12,0.013645873917294552,0.11681555511700722,6.375108774214766e-17,False,3,False,0.002987020058115616,2.177503066747022e-09,1.2928992770029566,11.334295253388746,1,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;insufficient_nontrivial_hidden_projection_shift;hard_field_range_pathology,7,False
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.14,0.013645873917294552,0.11681555511700722,6.375108774214766e-17,False,2,False,0.14124450756240775,1.6257661883400942e-11,0.5545446179452821,15.939939024303575,2,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;insufficient_nontrivial_hidden_projection_shift;hard_field_range_pathology,7,False
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.02,0.02466758453265172,0.15705917525777258,4.163336342344337e-17,False,4,False,0.0009508441151569333,1.2678746941219288e-13,2.8138656818931334,29.17959048859937,4,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,5,False
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.03,0.02466758453265172,0.15705917525777258,4.163336342344337e-17,False,4,False,0.004053197610441624,6.742872926679411e-11,2.252440753598331,11.408121752073638,4,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,5,False
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.04,0.02466758453265172,0.15705917525777258,4.163336342344337e-17,False,5,False,0.003807865242102951,4.884981308350689e-15,2.328015761737487,12.427969873609811,5,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,4,False
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.05,0.02466758453265172,0.15705917525777258,4.163336342344337e-17,False,7,False,0.0018226292854104115,1.531867743764792e-08,2.5336864346136267,35.68155513233199,7,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,4,False
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.06,0.02466758453265172,0.15705917525777258,4.163336342344337e-17,False,8,False,0.0015150193232793445,9.318945615177654e-11,1.9728669243931898,31.255465152535756,8,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,1,False
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.07,0.02466758453265172,0.15705917525777258,4.163336342344337e-17,False,8,False,0.007208332716405604,1.8112356059418744e-10,0.9962425619999313,16.917015032583908,8,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,2,False
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.08,0.02466758453265172,0.15705917525777258,4.163336342344337e-17,True,9,False,0.001938067184084011,7.86741054525919e-08,0.9876136926253452,52.887222512929846,9,True,False,minimum_interior_ess,2,True
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.09,0.02466758453265172,0.15705917525777258,4.163336342344337e-17,True,9,True,0.005463272340666112,6.18374240701769e-11,0.8769358712444614,32.231773291896296,7,True,False,minimum_interior_ess,0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.1,0.02466758453265172,0.15705917525777258,4.163336342344337e-17,False,8,False,0.0018429341112910812,6.348699344016495e-11,1.7380972468350988,29.677138087267526,8,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,1,False
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.12,0.02466758453265172,0.15705917525777258,4.163336342344337e-17,False,5,False,0.000884632411737031,1.1728935600530122e-08,1.7897043360919926,27.10049337488263,5,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;hard_field_range_pathology,5,False
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.14,0.02466758453265172,0.15705917525777258,4.163336342344337e-17,False,3,False,0.00760943975737318,8.694822639654376e-12,0.8965766486356704,7.226197558135141,3,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;hard_field_range_pathology,6,False
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.02,0.019457901824061104,0.1394915833448782,2.0816681711721685e-17,False,4,False,0.0030096328437588154,5.5289994804752496e-11,2.2250294022630395,10.631150718078155,4,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,5,False
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.03,0.019457901824061104,0.1394915833448782,2.0816681711721685e-17,False,5,False,0.002607570932528664,1.844435715270265e-11,2.474693475611617,16.6179557843271,5,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,4,False
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.04,0.019457901824061104,0.1394915833448782,2.0816681711721685e-17,False,8,False,0.0017335089017280073,4.477507253852764e-11,2.830087935866489,37.72941290121685,8,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,1,False
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.05,0.019457901824061104,0.1394915833448782,2.0816681711721685e-17,True,9,True,0.001582150084012147,9.366418751710626e-11,2.1838283587463407,56.85112370955459,9,True,False,minimum_interior_ess,0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.06,0.019457901824061104,0.1394915833448782,2.0816681711721685e-17,True,9,True,0.003531482477028191,7.779499267002166e-11,1.2623478110632422,38.9886799280034,9,True,False,minimum_interior_ess,0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.07,0.019457901824061104,0.1394915833448782,2.0816681711721685e-17,True,9,True,0.00847821148762611,1.1616263506653013e-12,0.6489533811439616,30.214263285078612,8,True,False,minimum_interior_ess,0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.08,0.019457901824061104,0.1394915833448782,2.0816681711721685e-17,True,9,True,0.02328945508262053,5.536238134595806e-12,0.5308622903783126,23.495628269194057,7,True,False,minimum_interior_ess,0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.09,0.019457901824061104,0.1394915833448782,2.0816681711721685e-17,True,9,True,0.004836921374768053,5.7867266534117334e-11,1.2518857564934303,17.97822668916806,9,True,False,minimum_interior_ess,0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.1,0.019457901824061104,0.1394915833448782,2.0816681711721685e-17,False,6,False,0.02021685001548384,4.850786439192234e-12,0.996412452780393,13.385535983037721,6,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,3,False
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.12,0.019457901824061104,0.1394915833448782,2.0816681711721685e-17,False,4,False,0.03306008661952873,4.822142685156905e-12,0.9229738158323554,10.199977827476387,4,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;hard_field_range_pathology,5,False
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.14,0.019457901824061104,0.1394915833448782,2.0816681711721685e-17,False,3,False,0.0005367676333532224,4.178213330874314e-11,2.0987769051718677,16.94724685173957,1,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;insufficient_nontrivial_hidden_projection_shift;hard_field_range_pathology,6,False
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.02,0.01309969159767065,0.11445388415283532,1.3877787807814457e-17,False,5,False,0.010459277304425122,1.688116313403043e-11,1.5707975251641142,19.143143146061966,5,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,4,False
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.03,0.01309969159767065,0.11445388415283532,1.3877787807814457e-17,False,6,False,0.0077790732246841,5.203060204905796e-11,1.5640956646903816,22.73410226887712,6,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,3,False
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.04,0.01309969159767065,0.11445388415283532,1.3877787807814457e-17,False,8,False,0.0022643883657801093,7.102829435723379e-11,1.687027332900698,51.067436166388276,8,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,1,False
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.05,0.01309969159767065,0.11445388415283532,1.3877787807814457e-17,True,9,False,0.0025067060123790614,2.5589907970413606e-10,1.2512834262549812,95.43792968318536,9,True,False,minimum_interior_ess,1,True
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.06,0.01309969159767065,0.11445388415283532,1.3877787807814457e-17,True,9,True,0.010158049633421366,5.329003904819274e-11,0.5894202921641958,51.276163340353826,7,True,False,minimum_interior_ess,0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.07,0.01309969159767065,0.11445388415283532,1.3877787807814457e-17,True,9,True,0.02116643831828122,3.114519753211198e-11,0.9295565299236149,34.83800515544037,9,True,False,minimum_interior_ess,0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.08,0.01309969159767065,0.11445388415283532,1.3877787807814457e-17,False,6,False,0.021795634981658995,1.1285650192149888e-10,0.8709700686335101,23.77304241554973,4,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,4,False
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.09,0.01309969159767065,0.11445388415283532,1.3877787807814457e-17,False,5,False,0.0018440410120626955,7.41473549226157e-12,1.2202072894131029,16.831336409968266,5,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate,4,False
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.1,0.01309969159767065,0.11445388415283532,1.3877787807814457e-17,False,4,False,0.012979964944480633,8.422851305311951e-11,0.9907387033100068,23.100038537170107,2,True,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;insufficient_nontrivial_hidden_projection_shift,5,False
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.12,0.01309969159767065,0.11445388415283532,1.3877787807814457e-17,False,3,False,0.0028454050254906865,4.107825191113079e-15,1.311865983128475,11.075565651356548,1,False,False,target_not_in_empirical_hull_at_all_times;minimum_interior_ess;calibration_residual_gate;insufficient_nontrivial_hidden_projection_shift;hard_field_range_pathology,6,False
