design_index,design_id,source_time_index,day,grid_nx,grid_ny,dx_km,operator_floor_relative,regularized_equation,reported_action,direct_action_qr,direct_action_svd,direct_qr_svd_relative_difference,direct_condition_number,direct_full_column_rank,direct_numerical_success,tangent_action,direct_tangent_lower_bound_valid,regularized_ritz_physical_action,regularized_ritz_regularizer_action,regularized_ritz_operator_action,regularized_ritz_identity_relative_error,regularized_ritz_cholesky_spectral_relative_difference,regularized_ritz_coefficient_relative_difference,regularized_ritz_condition_number,regularized_ritz_success,fv_physical_action,fv_iterations,fv_converged,fv_native_relative_residual,fv_stabilized_relative_residual,fv_unregularized_relative_residual_diagnostic,fv_weighted_mean_potential,fv_condition_proxy,fv_regularized_solve_success,underflow_cell_fraction,underflow_log10_probability_mass,compatibility_relative_residual,production_run,scientific_ranking_performed,final_test_accessed,direct_grid_relative_action_change,regularized_ritz_grid_relative_action_change,fv_grid_relative_action_change,regularization_bias_relative_to_unregularized_ritz,fv_regularized_ritz_relative_action_difference,regularized_ritz_floor_ladder_maximum_relative_change,fv_floor_ladder_maximum_relative_change,direct_reference_valid,regularized_grid_valid,regularization_bias_valid,fv_ritz_agreement_valid,floor_ladder_valid,combined_floor_case_valid
88,design_000088,48,12.0,511,273,7.142857142857143,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2702626.716077565,2702626.716079208,6.078727083720412e-13,1756838.1282575035,True,True,1455044.5494484706,True,2671541.756404262,4567.355429945999,2676109.111834208,3.3061299405624333e-15,4.002157296470311e-15,2.5131758271374738e-11,1173993.6981337753,True,2775924.5884133554,634,True,9.294384251297323e-09,9.283729057597344e-09,6.272199108905013e-05,-4.6402790906782054e-10,500001.00000000006,True,0.14831939098083913,-322.28312396636846,6.394419581059732e-16,False,False,False,1.9854073748756755e-12,9.151552182113264e-06,0.0005505811851391427,0.011501758451651094,0.03760290623339873,0.008574404966147522,0.0009314327408644028,True,True,True,True,True,True
88,design_000088,48,12.0,511,273,7.142857142857143,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2702626.716077565,2702626.716079208,6.078727083720412e-13,1756838.1282575035,True,True,1455044.5494484706,True,2659242.6652927,5649.396316964101,2664892.061609664,1.7473926768593687e-16,1.2231748738015582e-15,2.7885301724730942e-12,138053.59097602873,True,2773621.560864675,668,True,9.593518905653371e-09,9.585226325426222e-09,0.0004478754965413412,2.0881255908051925e-10,50000.99999999999,True,0.14831939098083913,-322.28312396636846,6.394419581059732e-16,False,False,False,1.9854073748756755e-12,1.3674296714670993e-05,0.0005422233230219393,0.01605255010867001,0.041238104428463374,0.008574404966147522,0.0009314327408644028,True,True,True,True,True,True
138,design_000138,48,12.0,219,117,16.666666666666668,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2262305.068073953,2262305.0680714706,1.0973057337271584e-12,2203474.485833132,True,True,1403288.009680704,True,2227035.177580166,1803.3996720977104,2228838.5772522637,7.939170246913457e-15,1.1281978771929521e-14,2.098860869265192e-10,10951597.542383805,True,2346516.782515323,265,True,9.331644375180827e-09,9.335045052970451e-09,6.013937129073095e-06,3.4737644859382687e-10,5000001.0,True,0.14865550481988837,-322.9870933326387,3.4457205408336884e-16,False,False,False,1.1207503262997642e-11,2.5721167583624517e-06,0.00044382193086245776,0.01559277712412167,0.05134237203742887,0.010338597517563901,0.0008842577340466419,True,True,True,True,True,True
138,design_000138,48,12.0,219,117,16.666666666666668,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2262305.068073953,2262305.0680714706,1.0973057337271584e-12,2203474.485833132,True,True,1403288.009680704,True,2218434.0484327194,3823.3925336705693,2222257.44096639,1.047721291699753e-15,1.1524934208697295e-14,5.4709717536811385e-11,1287869.6276943816,True,2346299.4290562584,274,True,9.424169077206391e-09,9.424420759048355e-09,4.524190730079542e-05,1.2631870857957342e-10,500001.00000000006,True,0.14865550481988837,-322.9870933326387,3.4457205408336884e-16,False,False,False,1.1207503262997642e-11,4.369491863383176e-06,0.0004435033060573997,0.019396461474127883,0.05492008010272397,0.010338597517563901,0.0008842577340466419,True,True,True,True,True,True
138,design_000138,48,12.0,219,117,16.666666666666668,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2262305.068073953,2262305.0680714706,1.0973057337271584e-12,2203474.485833132,True,True,1403288.009680704,True,2204022.5280262707,6635.259841578771,2210657.787867849,8.425750740133563e-16,1.6851501480267111e-15,2.309689901662425e-12,148431.87393813184,True,2344451.167408086,278,True,8.031952295402873e-09,8.031965289763715e-09,0.0003349448088373056,-2.684272557315935e-10,50000.99999999999,True,0.14865550481988837,-322.9870933326387,3.4457205408336884e-16,False,False,False,1.1207503262997642e-11,7.91270386070111e-06,0.00043985238325415515,0.0257701671948182,0.06031924145662397,0.010338597517563901,0.0008842577340466419,True,True,True,True,True,True
138,design_000138,48,12.0,511,273,7.142857142857143,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2262305.068099308,2262305.06809969,1.6899043469888354e-13,2203474.485833118,True,True,1403288.0096807368,True,2227029.4493856644,1805.302922059606,2228834.752307724,1.0446294567724132e-15,6.97812477123924e-14,2.5067792132820473e-10,10929577.391440736,True,2347558.6805417337,582,True,9.882876436040764e-09,9.882741173351543e-09,6.057746051502263e-06,2.900174431673877e-11,5000001.0,True,0.1484627570733246,-322.2438085718971,1.2275915871996296e-15,False,False,False,1.1207503262997642e-11,2.5721167583624517e-06,0.00044382193086245776,0.01559277712412167,0.05134237203742887,0.010338597517563901,0.0008842577340466419,True,True,True,True,True,True
138,design_000138,48,12.0,511,273,7.142857142857143,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2262305.068099308,2262305.06809969,1.6899043469888354e-13,2203474.485833118,True,True,1403288.0096807368,True,2218424.3550031953,3824.9789885997734,2222249.3339917953,2.0954502277711494e-16,1.0896341184409977e-14,2.8804843694718056e-11,1285367.3999693966,True,2347340.48232061,623,True,9.757003130292946e-09,9.755885367646188e-09,4.561006166205077e-05,1.2180732613030285e-10,500001.00000000006,True,0.1484627570733246,-322.2438085718971,1.2275915871996296e-15,False,False,False,1.1207503262997642e-11,4.369491863383176e-06,0.0004435033060573997,0.019396461474127883,0.05492008010272397,0.010338597517563901,0.0008842577340466419,True,True,True,True,True,True
138,design_000138,48,12.0,511,273,7.142857142857143,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2262305.068099308,2262305.06809969,1.6899043469888354e-13,2203474.485833118,True,True,1403288.0096807368,True,2204005.088248704,6638.628820411182,2210643.7170691155,2.1064510925583058e-16,3.1596766388374588e-15,2.659666029679818e-12,148130.18162646645,True,2345482.8336223364,653,True,9.928705852573576e-09,9.928586612544237e-09,0.0003388024283513447,-4.060244204343428e-11,50000.99999999999,True,0.1484627570733246,-322.2438085718971,1.2275915871996296e-15,False,False,False,1.1207503262997642e-11,7.91270386070111e-06,0.00043985238325415515,0.0257701671948182,0.06031924145662397,0.010338597517563901,0.0008842577340466419,True,True,True,True,True,True
192,design_000192,48,12.0,219,117,16.666666666666668,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1434901.449190303,1434901.4491890694,8.596665302514474e-13,2378939.1010931022,True,True,663298.2950063141,True,1412232.9486697407,1881.972605100131,1414114.9212748408,0.0,7.903085334330312e-14,1.8970109060851133e-10,14589286.675609188,True,1526954.4097422722,259,True,9.133815952667301e-09,9.13257009323317e-09,4.8177696257625695e-06,-3.236916907351568e-10,5000001.0,True,0.14842134020216213,-322.9677154201706,1.6756107574073354e-15,False,False,False,1.5398707761582173e-13,8.124816452211498e-06,0.0006078126750178053,0.015805945883348684,0.07570055830133975,0.017205113225539723,0.0006192032068829379,True,True,True,True,True,True
192,design_000192,48,12.0,219,117,16.666666666666668,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1434901.449190303,1434901.4491890694,8.596665302514474e-13,2378939.1010931022,True,True,663298.2950063141,True,1403601.1278596309,4034.785293974396,1407635.9131536053,1.6540544431851398e-15,7.608650438651597e-15,1.55744165449803e-11,1593214.2427457212,True,1526859.7252877452,276,True,9.5984930113932e-09,9.599370968781044e-09,3.844467043516766e-05,1.973729821555834e-10,500001.00000000006,True,0.14842134020216213,-322.9677154201706,1.6756107574073354e-15,False,False,False,1.5398707761582173e-13,1.8170258378427253e-05,0.0006076096164195723,0.02183134259379711,0.08130211650348379,0.017205113225539723,0.0006192032068829379,True,True,True,True,True,True
192,design_000192,48,12.0,219,117,16.666666666666668,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1434901.449190303,1434901.4491890694,8.596665302514474e-13,2378939.1010931022,True,True,663298.2950063141,True,1387964.3212846948,6966.608352118861,1394930.9296368137,3.3382390297201266e-16,4.8404465930941616e-15,2.3104429614195144e-12,188309.8170704422,True,1526013.3578516648,289,True,9.82797884802169e-09,9.82892356592562e-09,0.00030158597224529913,5.368545114631869e-10,50000.99999999999,True,0.14842134020216213,-322.9677154201706,1.6756107574073354e-15,False,False,False,1.5398707761582173e-13,2.9018842031412812e-05,0.0006049028125607765,0.03273911602032864,0.09104040415339311,0.017205113225539723,0.0006192032068829379,True,True,True,True,True,True
192,design_000192,48,12.0,511,273,7.142857142857143,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1434901.449190082,1434901.4491890774,7.001625288855354e-13,2378939.1010971554,True,True,663298.295006325,True,1412221.474536245,1884.344216146628,1414105.8187523917,5.927352154546871e-15,8.660520092476869e-14,1.2046561104465163e-10,14521038.098211652,True,1527883.076442079,573,True,9.835751776258694e-09,9.836139014767706e-09,4.869110397903381e-06,9.860593067691183e-11,5000001.0,True,0.14823337132534783,-322.2087228682586,2.776203072939252e-16,False,False,False,1.5398707761582173e-13,8.124816452211498e-06,0.0006078126750178053,0.015805945883348684,0.07570055830133975,0.017205113225539723,0.0006192032068829379,True,True,True,True,True,True
192,design_000192,48,12.0,511,273,7.142857142857143,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1434901.449190082,1434901.4491890774,7.001625288855354e-13,2378939.1010971554,True,True,663298.295006325,True,1403575.6240644774,4040.7722994287506,1407616.396363906,1.8194851145584726e-15,7.443348195920968e-15,1.2623410859650675e-11,1585957.384370513,True,1527788.023982968,613,True,9.9031443283004e-09,9.902406618689415e-09,3.882838050174263e-05,-5.684341886080799e-10,500001.00000000006,True,0.14823337132534783,-322.2087228682586,2.776203072939252e-16,False,False,False,1.5398707761582173e-13,1.8170258378427253e-05,0.0006076096164195723,0.02183134259379711,0.08130211650348379,0.017205113225539723,0.0006192032068829379,True,True,True,True,True,True
192,design_000192,48,12.0,511,273,7.142857142857143,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],1434901.449190082,1434901.4491890774,7.001625288855354e-13,2378939.1010971554,True,True,663298.295006325,True,1387924.0441673102,6973.202263742188,1394897.2464310525,3.33831963966642e-16,1.168411873883247e-15,1.621741375800352e-12,187466.25447439414,True,1526937.0063414038,645,True,9.842728298337384e-09,9.843342980652106e-09,0.0003054812447498646,6.960418636017306e-11,50000.99999999999,True,0.14823337132534783,-322.2087228682586,2.776203072939252e-16,False,False,False,1.5398707761582173e-13,2.9018842031412812e-05,0.0006049028125607765,0.03273911602032864,0.09104040415339311,0.017205113225539723,0.0006192032068829379,True,True,True,True,True,True
223,design_000223,48,12.0,219,117,16.666666666666668,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2455203.499885517,2455203.499871356,5.767841813917249e-12,1288639.5729991128,True,True,1543334.0039654274,True,2425563.7615462523,1046.2032651797633,2426609.964811432,4.413651045445298e-15,8.328367624883774e-14,1.7716458388614238e-10,7795991.6265669605,True,2499102.3957077595,266,True,8.994183563568704e-09,8.993988276518689e-09,4.1765259958455465e-06,2.842170943040402e-10,5000001.0,True,0.1487335596924638,-323.0750649806644,3.9017897373093555e-16,False,False,False,8.829761456279554e-12,3.9297395447876494e-07,0.0006214740232970825,0.01207260070402028,0.028822838865557122,0.008717004538346253,0.0012616805973889045,True,True,True,True,True,True
223,design_000223,48,12.0,219,117,16.666666666666668,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2455203.499885517,2455203.499871356,5.767841813917249e-12,1288639.5729991128,True,True,1543334.0039654274,True,2421047.2035531476,2347.019712128326,2423394.223265276,5.764575356794096e-16,1.8830946165527378e-14,1.1160124859410139e-11,839132.3330533657,True,2498786.9499648917,280,True,9.500316702139831e-09,9.499552907814126e-09,3.4043486155804394e-05,1.2631870857957342e-10,500001.00000000006,True,0.1487335596924638,-323.0750649806644,3.9017897373093555e-16,False,False,False,8.829761456279554e-12,1.8073670895105504e-06,0.0006266135972784439,0.013913580700590825,0.030505246785008277,0.008717004538346253,0.0012616805973889045,True,True,True,True,True,True
223,design_000223,48,12.0,219,117,16.666666666666668,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2455203.499885517,2455203.499871356,5.767841813917249e-12,1288639.5729991128,True,True,1543334.0039654274,True,2404432.103166404,7947.902718278997,2412380.005884683,1.9302982373084664e-16,3.4745368271552402e-15,3.132883544682922e-12,94247.76184951597,True,2496046.347948415,298,True,9.486757219335153e-09,9.486434872923695e-09,0.0002919786834345067,-2.7632217501781685e-10,50000.99999999999,True,0.1487335596924638,-323.0750649806644,3.9017897373093555e-16,False,False,False,8.829761456279554e-12,5.380402324972317e-06,0.0006603198356374601,0.02068436832723995,0.03607242586913523,0.008717004538346253,0.0012616805973889045,True,True,True,True,True,True
223,design_000223,48,12.0,511,273,7.142857142857143,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2455203.4998638383,2455203.49985853,2.1621583203195298e-12,1288639.5730009486,True,True,1543334.0039654355,True,2425562.808362869,1045.9295953627209,2426608.737958232,1.727081717053386e-15,1.5466976266053486e-13,5.136751118903347e-10,7787191.742213917,True,2497549.2684872677,567,True,9.358087386203047e-09,9.357070858275725e-09,4.347853585728499e-06,2.3201395453391028e-11,5000001.0,True,0.14853444011956732,-322.1957237547945,1.1606316518117328e-15,False,False,False,8.829761456279554e-12,3.9297395447876494e-07,0.0006214740232970825,0.01207260070402028,0.028822838865557122,0.008717004538346253,0.0012616805973889045,True,True,True,True,True,True
223,design_000223,48,12.0,511,273,7.142857142857143,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2455203.4998638383,2455203.49985853,2.1621583203195298e-12,1288639.5730009486,True,True,1543334.0039654355,True,2421042.8278321098,2348.6416250250054,2423391.4694571346,9.607636512231602e-16,5.380276446849669e-15,2.684016982603272e-11,838183.8475108299,True,2497221.1760853417,622,True,9.75072093447626e-09,9.750613690651087e-09,3.569942509497701e-05,-1.740104659004327e-11,500001.00000000006,True,0.14853444011956732,-322.1957237547945,1.1606316518117328e-15,False,False,False,8.829761456279554e-12,1.8073670895105504e-06,0.0006266135972784439,0.013913580700590825,0.030505246785008277,0.008717004538346253,0.0012616805973889045,True,True,True,True,True,True
223,design_000223,48,12.0,511,273,7.142857142857143,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2455203.4998638383,2455203.49985853,2.1621583203195298e-12,1288639.5730009486,True,True,1543334.0039654355,True,2404419.166354326,7951.516622459466,2412370.6829767856,3.860611394374339e-16,1.7372751274684527e-15,1.875624876586817e-12,94145.07793387449,True,2494398.1590341944,656,True,9.907109469776472e-09,9.909183489180738e-09,0.00030554344426902513,0.0,50000.99999999999,True,0.14853444011956732,-322.1957237547945,1.1606316518117328e-15,False,False,False,8.829761456279554e-12,5.380402324972317e-06,0.0006603198356374601,0.02068436832723995,0.03607242586913523,0.008717004538346253,0.0012616805973889045,True,True,True,True,True,True
241,design_000241,48,12.0,219,117,16.666666666666668,2e-07,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2839164.731085242,2839164.731082689,8.991218963350753e-13,2681499.372100053,True,True,1497464.348966255,True,2809899.8987395708,1466.46866438235,2811366.367403953,4.637786165399905e-15,6.890425160022748e-14,1.4006003804317636e-10,13406755.267997911,True,2906140.055661787,271,True,8.065890657190828e-09,8.065806200336567e-09,4.52309210346429e-06,-7.89491928622334e-11,5000001.0,True,0.14885064200132694,-322.98339952351057,4.847644600823705e-15,False,False,False,7.68895193357611e-12,7.742582547025226e-07,0.0009083600043891271,0.010308316257606039,0.033995172058576086,0.007222839636860216,0.0010151728032391468,True,True,True,True,True,True
241,design_000241,48,12.0,219,117,16.666666666666668,2e-06,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2839164.731085242,2839164.731082689,8.991218963350753e-13,2681499.372100053,True,True,1497464.348966255,True,2804818.999243802,2447.6835631729764,2807266.6828069747,1.6587711105598476e-15,7.298592886463288e-15,1.5398718650447988e-11,1437247.9512835233,True,2905843.466292455,286,True,9.029517376901594e-09,9.037477650649338e-09,3.636324347706761e-05,3.0000693287648693e-10,500001.00000000006,True,0.14885064200132694,-322.98339952351057,4.847644600823705e-15,False,False,False,7.68895193357611e-12,1.8641161109471839e-06,0.0009054395813556937,0.012098966993775103,0.03564172886966843,0.007222839636860216,0.0010151728032391468,True,True,True,True,True,True
241,design_000241,48,12.0,219,117,16.666666666666668,2e-05,-div((q + epsilon * max(q)) grad(psi_epsilon)) = -q h,E_q[|grad(psi_epsilon)|^2],2839164.731085242,2839164.731082689,8.991218963350753e-13,2681499.372100053,True,True,1497464.348966255,True,2789616.3630729606,7172.741457789751,2796789.1045307503,4.994956036049082e-16,5.161454570584025e-15,2.617271067402542e-12,164861.7792183279,True,2903254.9822662603,301,True,7.998398745415823e-09,7.998598329665956e-09,0.00029660203448103324,1.578983857244668e-10,50000.99999999999,True,0.14885064200132694,-322.98339952351057,4.847644600823705e-15,False,False,False,7.68895193357611e-12,5.047494009863058e-06,0.0008859357862738705,0.017456700579211528,0.03999790199828587,0.007222839636860216,0.0010151728032391468,True,True,True,True,True,True
