drifter_id,split,season,year,decade,crossing_time
9423714,inference,JJA,1995,1990,1995-07-17T18:00:00
9423756,final_test,JJA,1995,1990,1995-07-20T12:00:00
9423754,inference,MAM,1996,1990,1996-03-17T18:00:00
9423720,final_test,DJF,1995,1990,1995-12-30T00:00:00
9423487,inference,JJA,1995,1990,1995-07-02T00:00:00
9423750,inference,DJF,1996,1990,1996-02-24T06:00:00
9423719,inference,SON,1995,1990,1995-11-22T00:00:00
9423721,inference,SON,1995,1990,1995-09-11T00:00:00
9423766,inference,DJF,1996,1990,1996-01-13T06:00:00
9423767,inference,DJF,1996,1990,1996-01-03T12:00:00
9423758,inference,DJF,1995,1990,1995-12-30T18:00:00
9423579,inference,MAM,1996,1990,1996-03-30T18:00:00
9423772,final_test,MAM,1996,1990,1996-03-29T06:00:00
9423771,inference,DJF,1996,1990,1996-02-27T18:00:00
9423769,inference,MAM,1996,1990,1996-03-01T12:00:00
9423759,final_test,DJF,1996,1990,1996-02-19T12:00:00
9423763,validation,DJF,1996,1990,1996-01-27T12:00:00
9423764,inference,MAM,1996,1990,1996-04-02T12:00:00
9423718,inference,MAM,1996,1990,1996-03-14T18:00:00
9423723,final_test,JJA,1996,1990,1996-08-04T18:00:00
9423773,validation,MAM,1996,1990,1996-03-17T00:00:00
9423762,final_test,MAM,1996,1990,1996-05-13T00:00:00
9423770,validation,JJA,1996,1990,1996-06-15T18:00:00
9423789,inference,MAM,1996,1990,1996-04-10T12:00:00
9423774,inference,JJA,1996,1990,1996-06-08T18:00:00
9423776,inference,JJA,1996,1990,1996-08-30T12:00:00
9423800,inference,SON,1996,1990,1996-09-11T12:00:00
9423795,final_test,DJF,1996,1990,1996-12-25T06:00:00
9423805,inference,DJF,1997,1990,1997-01-09T12:00:00
9423812,final_test,SON,1996,1990,1996-11-08T12:00:00
9423811,final_test,SON,1996,1990,1996-11-12T00:00:00
9423797,validation,SON,1997,1990,1997-10-27T12:00:00
9624886,inference,MAM,1997,1990,1997-05-01T12:00:00
9624885,inference,MAM,1997,1990,1997-04-01T12:00:00
9624887,validation,MAM,1997,1990,1997-05-07T00:00:00
9624889,inference,MAM,1997,1990,1997-04-26T06:00:00
9624891,final_test,JJA,1997,1990,1997-06-02T12:00:00
9624910,validation,MAM,1997,1990,1997-05-12T18:00:00
9423818,inference,JJA,1997,1990,1997-07-19T18:00:00
9624909,inference,MAM,1997,1990,1997-05-09T12:00:00
9624935,final_test,JJA,1997,1990,1997-07-08T06:00:00
9624927,inference,JJA,1997,1990,1997-08-26T06:00:00
9423803,final_test,MAM,1997,1990,1997-05-15T12:00:00
9624920,final_test,JJA,1997,1990,1997-08-18T06:00:00
9624939,inference,JJA,1997,1990,1997-06-26T06:00:00
9624925,validation,JJA,1997,1990,1997-08-16T18:00:00
9423547,inference,DJF,1999,1990,1999-01-05T00:00:00
9525721,inference,JJA,1998,1990,1998-07-10T00:00:00
9825539,inference,JJA,1998,1990,1998-08-17T06:00:00
9821159,inference,DJF,1999,1990,1999-12-09T12:00:00
9823729,inference,MAM,1999,1990,1999-03-22T06:00:00
9815338,validation,MAM,1999,1990,1999-03-13T06:00:00
9815168,inference,JJA,1999,1990,1999-06-01T00:00:00
9815075,inference,MAM,1999,1990,1999-04-10T00:00:00
9624970,validation,JJA,1999,1990,1999-06-09T00:00:00
9823731,inference,MAM,1999,1990,1999-04-12T18:00:00
9812046,validation,MAM,1999,1990,1999-05-28T06:00:00
9815234,final_test,JJA,2000,2000,2000-06-27T06:00:00
9815211,final_test,MAM,1999,1990,1999-04-14T00:00:00
9815127,inference,DJF,2000,2000,2000-01-26T18:00:00
9624968,final_test,DJF,2000,2000,2000-01-13T00:00:00
9804532,final_test,DJF,2000,2000,2000-02-13T06:00:00
9714827,inference,SON,1999,1990,1999-09-23T06:00:00
17300,validation,DJF,2000,2000,2000-01-12T18:00:00
19465,validation,MAM,2000,2000,2000-05-14T18:00:00
19464,final_test,MAM,2000,2000,2000-03-21T12:00:00
18809,final_test,MAM,2000,2000,2000-04-26T00:00:00
22167,validation,SON,2000,2000,2000-10-05T18:00:00
7647,inference,MAM,2002,2000,2002-04-16T00:00:00
27064,inference,SON,2001,2000,2001-11-13T00:00:00
27063,inference,DJF,2001,2000,2001-12-28T06:00:00
28865,final_test,DJF,2002,2000,2002-02-11T18:00:00
28864,inference,DJF,2002,2000,2002-02-22T06:00:00
28866,final_test,MAM,2002,2000,2002-03-02T06:00:00
28867,validation,MAM,2002,2000,2002-05-12T18:00:00
27364,inference,MAM,2002,2000,2002-04-30T18:00:00
27275,inference,MAM,2002,2000,2002-03-29T00:00:00
26887,inference,SON,2002,2000,2002-09-05T06:00:00
37634,inference,DJF,2003,2000,2003-02-26T12:00:00
37635,validation,DJF,2003,2000,2003-02-24T00:00:00
37636,inference,DJF,2003,2000,2003-02-16T00:00:00
37637,validation,DJF,2003,2000,2003-02-19T12:00:00
21329,inference,JJA,2003,2000,2003-06-13T12:00:00
22516,final_test,SON,2003,2000,2003-10-24T00:00:00
22004,inference,JJA,2003,2000,2003-06-12T18:00:00
22513,inference,JJA,2003,2000,2003-07-30T00:00:00
39611,validation,JJA,2003,2000,2003-08-15T06:00:00
39610,validation,JJA,2003,2000,2003-08-22T06:00:00
39609,validation,SON,2003,2000,2003-09-26T12:00:00
39612,final_test,JJA,2003,2000,2003-08-17T06:00:00
21019,final_test,MAM,2004,2000,2004-04-08T00:00:00
22521,final_test,DJF,2004,2000,2004-01-17T18:00:00
39120,inference,DJF,2004,2000,2004-02-16T00:00:00
21156,inference,MAM,2004,2000,2004-04-27T18:00:00
21147,inference,MAM,2005,2000,2005-05-06T12:00:00
47577,inference,SON,2004,2000,2004-10-11T18:00:00
44848,final_test,SON,2005,2000,2005-09-11T00:00:00
55117,final_test,SON,2005,2000,2005-09-17T18:00:00
55144,inference,JJA,2005,2000,2005-08-03T00:00:00
2536363,inference,DJF,2006,2000,2006-01-28T18:00:00
55145,inference,JJA,2005,2000,2005-08-08T18:00:00
55148,inference,JJA,2005,2000,2005-07-31T00:00:00
55121,inference,JJA,2005,2000,2005-08-08T00:00:00
55110,inference,JJA,2005,2000,2005-07-27T18:00:00
55120,inference,JJA,2005,2000,2005-07-27T18:00:00
55355,inference,SON,2005,2000,2005-10-30T00:00:00
2556329,inference,DJF,2006,2000,2006-01-21T12:00:00
55162,inference,DJF,2005,2000,2005-12-30T06:00:00
55128,inference,DJF,2006,2000,2006-02-14T18:00:00
55149,inference,DJF,2006,2000,2006-01-24T00:00:00
62311,inference,MAM,2006,2000,2006-04-23T06:00:00
59861,inference,DJF,2007,2000,2007-02-02T00:00:00
63944,validation,JJA,2006,2000,2006-08-06T06:00:00
62225,validation,SON,2006,2000,2006-10-10T00:00:00
62904,inference,DJF,2007,2000,2007-01-25T18:00:00
72111,validation,MAM,2007,2000,2007-03-30T06:00:00
72105,validation,DJF,2007,2000,2007-02-12T12:00:00
72104,final_test,DJF,2007,2000,2007-02-19T00:00:00
72103,inference,DJF,2007,2000,2007-02-12T18:00:00
72102,inference,DJF,2007,2000,2007-02-12T18:00:00
72059,inference,MAM,2007,2000,2007-04-21T00:00:00
72113,validation,JJA,2007,2000,2007-06-03T00:00:00
72098,final_test,DJF,2007,2000,2007-12-02T06:00:00
72106,inference,SON,2007,2000,2007-10-10T00:00:00
72062,inference,MAM,2007,2000,2007-03-30T00:00:00
72070,inference,MAM,2007,2000,2007-03-29T00:00:00
72074,inference,MAM,2007,2000,2007-03-27T12:00:00
72073,validation,MAM,2007,2000,2007-04-01T18:00:00
72052,final_test,MAM,2007,2000,2007-04-15T12:00:00
72061,validation,MAM,2007,2000,2007-03-31T12:00:00
72054,final_test,MAM,2007,2000,2007-03-31T18:00:00
72121,inference,MAM,2007,2000,2007-03-27T06:00:00
72120,inference,MAM,2007,2000,2007-03-29T00:00:00
72125,validation,MAM,2007,2000,2007-03-29T00:00:00
59819,inference,MAM,2007,2000,2007-05-08T06:00:00
71113,inference,DJF,2007,2000,2007-12-02T12:00:00
71121,final_test,JJA,2007,2000,2007-08-24T00:00:00
71181,inference,SON,2007,2000,2007-10-01T12:00:00
71210,inference,SON,2007,2000,2007-09-30T12:00:00
71177,inference,SON,2007,2000,2007-09-29T06:00:00
71172,inference,SON,2007,2000,2007-10-23T12:00:00
71173,inference,SON,2007,2000,2007-10-14T06:00:00
71179,inference,SON,2007,2000,2007-11-18T18:00:00
72037,inference,SON,2007,2000,2007-11-18T18:00:00
72038,inference,SON,2007,2000,2007-11-18T18:00:00
59858,validation,DJF,2008,2000,2008-02-19T18:00:00
71475,inference,MAM,2008,2000,2008-03-22T00:00:00
75152,final_test,JJA,2008,2000,2008-08-20T12:00:00
78919,inference,JJA,2008,2000,2008-07-21T12:00:00
79181,validation,SON,2008,2000,2008-09-01T06:00:00
79291,inference,MAM,2009,2000,2009-03-04T00:00:00
79296,inference,MAM,2009,2000,2009-03-04T06:00:00
79224,validation,SON,2009,2000,2009-09-12T00:00:00
79228,inference,JJA,2009,2000,2009-07-13T12:00:00
88646,final_test,SON,2009,2000,2009-11-26T00:00:00
75193,inference,JJA,2009,2000,2009-08-15T18:00:00
82242,inference,DJF,2010,2010,2010-01-16T18:00:00
93015,inference,SON,2010,2010,2010-09-03T12:00:00
89826,validation,DJF,2009,2000,2009-12-24T18:00:00
92918,final_test,MAM,2010,2010,2010-04-05T00:00:00
92916,inference,DJF,2010,2010,2010-12-10T06:00:00
92917,final_test,JJA,2010,2010,2010-07-11T00:00:00
89822,inference,JJA,2010,2010,2010-07-01T06:00:00
88582,inference,DJF,2011,2010,2011-01-07T12:00:00
88590,inference,SON,2010,2010,2010-11-05T00:00:00
98936,inference,SON,2010,2010,2010-09-01T18:00:00
90466,inference,JJA,2010,2010,2010-08-20T00:00:00
81994,inference,JJA,2010,2010,2010-08-20T00:00:00
40176,validation,DJF,2011,2010,2011-01-27T06:00:00
82413,validation,MAM,2011,2010,2011-05-04T18:00:00
82447,inference,DJF,2011,2010,2011-01-27T18:00:00
93001,validation,JJA,2011,2010,2011-08-27T12:00:00
93006,final_test,SON,2011,2010,2011-11-20T06:00:00
39892,final_test,SON,2011,2010,2011-11-11T12:00:00
37032,inference,DJF,2011,2010,2011-12-12T18:00:00
39891,inference,SON,2011,2010,2011-10-31T18:00:00
39890,validation,SON,2011,2010,2011-10-30T00:00:00
81921,validation,SON,2011,2010,2011-10-27T18:00:00
81916,inference,SON,2011,2010,2011-10-13T00:00:00
107572,inference,SON,2011,2010,2011-11-03T00:00:00
101912,final_test,DJF,2012,2010,2012-02-25T12:00:00
101569,inference,MAM,2012,2010,2012-04-01T00:00:00
107573,validation,MAM,2012,2010,2012-04-04T06:00:00
107577,final_test,MAM,2012,2010,2012-04-02T06:00:00
101675,inference,MAM,2012,2010,2012-03-31T00:00:00
101818,validation,MAM,2012,2010,2012-04-09T06:00:00
101990,final_test,MAM,2012,2010,2012-04-10T12:00:00
101988,inference,MAM,2012,2010,2012-03-31T12:00:00
101907,inference,JJA,2012,2010,2012-06-07T18:00:00
43565,final_test,JJA,2012,2010,2012-06-30T18:00:00
101551,validation,JJA,2012,2010,2012-06-15T06:00:00
300034012724770,inference,MAM,2012,2010,2012-05-23T00:00:00
107588,validation,MAM,2012,2010,2012-05-19T00:00:00
101575,inference,JJA,2012,2010,2012-06-09T06:00:00
107646,final_test,JJA,2012,2010,2012-07-17T00:00:00
101618,validation,DJF,2012,2010,2012-12-22T00:00:00
123247,inference,DJF,2012,2010,2012-12-27T18:00:00
114550,inference,MAM,2013,2010,2013-05-12T18:00:00
109235,inference,MAM,2013,2010,2013-04-04T06:00:00
122609,final_test,SON,2013,2010,2013-09-08T00:00:00
122599,final_test,SON,2013,2010,2013-11-06T06:00:00
122608,final_test,SON,2013,2010,2013-10-07T00:00:00
122602,validation,SON,2013,2010,2013-11-13T06:00:00
101623,inference,SON,2013,2010,2013-11-29T00:00:00
116059,inference,SON,2013,2010,2013-10-03T06:00:00
122668,validation,DJF,2014,2010,2014-02-22T18:00:00
122673,final_test,DJF,2013,2010,2013-12-29T18:00:00
122675,final_test,SON,2013,2010,2013-10-04T00:00:00
122674,inference,DJF,2013,2010,2013-12-25T06:00:00
114599,validation,SON,2013,2010,2013-10-11T12:00:00
135914,inference,SON,2014,2010,2014-10-21T18:00:00
116190,final_test,JJA,2015,2010,2015-06-20T18:00:00
116148,inference,SON,2014,2010,2014-09-29T00:00:00
116191,final_test,MAM,2014,2010,2014-05-27T00:00:00
123286,validation,MAM,2014,2010,2014-05-06T18:00:00
116365,inference,MAM,2014,2010,2014-05-30T18:00:00
116067,inference,MAM,2014,2010,2014-05-29T06:00:00
133240,inference,JJA,2014,2010,2014-07-01T00:00:00
300234060018400,inference,JJA,2014,2010,2014-07-04T12:00:00
133211,validation,JJA,2014,2010,2014-08-09T18:00:00
139081,inference,SON,2014,2010,2014-09-09T00:00:00
114793,inference,SON,2014,2010,2014-09-25T18:00:00
114794,inference,SON,2014,2010,2014-09-20T18:00:00
300234061477400,inference,DJF,2015,2010,2015-02-17T06:00:00
132540,inference,SON,2015,2010,2015-11-26T06:00:00
132542,validation,MAM,2016,2010,2016-05-24T12:00:00
132543,inference,JJA,2015,2010,2015-08-10T00:00:00
300234062321360,final_test,SON,2015,2010,2015-09-26T12:00:00
132504,validation,JJA,2015,2010,2015-08-17T12:00:00
139742,inference,SON,2015,2010,2015-10-29T06:00:00
145792,inference,JJA,2016,2010,2016-07-08T12:00:00
139771,inference,SON,2016,2010,2016-09-09T06:00:00
145813,validation,DJF,2017,2010,2017-01-22T06:00:00
300234063648930,inference,JJA,2016,2010,2016-08-07T18:00:00
300234063225620,inference,DJF,2016,2010,2016-12-27T00:00:00
300234063640940,validation,SON,2016,2010,2016-10-08T06:00:00
300234063997620,inference,SON,2016,2010,2016-10-12T18:00:00
300234063128200,inference,MAM,2017,2010,2017-04-02T12:00:00
300234063738890,final_test,DJF,2016,2010,2016-12-17T18:00:00
300234063746360,inference,DJF,2016,2010,2016-12-11T12:00:00
300234064014100,inference,MAM,2017,2010,2017-03-14T12:00:00
300234064018110,inference,MAM,2017,2010,2017-03-06T06:00:00
300234063251240,inference,JJA,2017,2010,2017-06-28T12:00:00
300234063250690,inference,SON,2017,2010,2017-09-16T00:00:00
300234064015090,inference,MAM,2017,2010,2017-03-23T12:00:00
300234064909860,inference,JJA,2017,2010,2017-07-22T00:00:00
300234064017030,validation,DJF,2017,2010,2017-12-23T06:00:00
300234063942820,final_test,SON,2017,2010,2017-10-11T06:00:00
300234063515980,inference,SON,2017,2010,2017-10-28T00:00:00
300234064015050,inference,SON,2017,2010,2017-10-11T18:00:00
300234064015000,inference,SON,2017,2010,2017-09-02T00:00:00
300234064015420,inference,SON,2017,2010,2017-09-21T00:00:00
300234064011410,inference,JJA,2017,2010,2017-08-21T12:00:00
300234065317820,inference,SON,2017,2010,2017-09-10T00:00:00
300234063942770,inference,SON,2018,2010,2018-11-19T12:00:00
300234063942720,final_test,JJA,2018,2010,2018-08-01T06:00:00
300234063941880,final_test,SON,2018,2010,2018-11-09T12:00:00
300234064909820,inference,DJF,2018,2010,2018-02-26T18:00:00
300234065382690,inference,MAM,2018,2010,2018-05-16T06:00:00
300234065385680,final_test,MAM,2018,2010,2018-05-16T06:00:00
300234065317890,validation,JJA,2018,2010,2018-06-14T00:00:00
101622,validation,SON,2018,2010,2018-10-12T00:00:00
300234065317720,inference,JJA,2018,2010,2018-06-16T06:00:00
300234063940880,inference,JJA,2018,2010,2018-06-30T12:00:00
300234065311630,inference,DJF,2019,2010,2019-02-03T00:00:00
145689,inference,MAM,2019,2010,2019-05-12T12:00:00
145707,final_test,DJF,2019,2010,2019-01-29T18:00:00
145694,final_test,DJF,2019,2010,2019-01-09T06:00:00
145711,inference,DJF,2019,2010,2019-01-25T00:00:00
300234066399370,inference,MAM,2019,2010,2019-03-06T12:00:00
300234065705950,final_test,SON,2020,2020,2020-09-17T06:00:00
300234066836710,final_test,DJF,2022,2020,2022-12-04T00:00:00
300234067876670,inference,DJF,2020,2020,2020-01-29T00:00:00
300234065703970,inference,DJF,2020,2020,2020-12-01T18:00:00
300234065311730,inference,JJA,2020,2020,2020-08-19T12:00:00
300234065311650,inference,JJA,2020,2020,2020-08-31T12:00:00
300234067548160,validation,DJF,2021,2020,2021-12-25T00:00:00
300534061557870,inference,JJA,2021,2020,2021-08-22T12:00:00
300534061551810,inference,JJA,2022,2020,2022-08-25T12:00:00
300534061551870,inference,SON,2022,2020,2022-10-15T06:00:00
300534061551860,validation,MAM,2023,2020,2023-04-25T12:00:00
300234061199810,inference,MAM,2023,2020,2023-04-09T06:00:00
300234060159340,inference,DJF,2023,2020,2023-01-23T06:00:00
300534061552840,final_test,SON,2023,2020,2023-09-01T00:00:00
300534063920500,inference,JJA,2023,2020,2023-07-17T06:00:00
300234061193830,final_test,JJA,2023,2020,2023-07-29T12:00:00
300234061198840,inference,SON,2023,2020,2023-11-23T18:00:00
300534064294290,inference,SON,2024,2020,2024-10-09T06:00:00
300534064036970,validation,JJA,2024,2020,2024-08-09T12:00:00
300534064034990,validation,JJA,2024,2020,2024-08-09T06:00:00
300534064295230,inference,SON,2024,2020,2024-11-16T18:00:00
